#0:imgID,1:camSN,2:lat,3:lon,4:height,5:roll,6:pitch,7:heading,8:speed,9:speed_n,10:speed_e,11:speed_d,12:date,13:time,14:unix_time_sec,15:unix_time_microsec,16:systemStatus,17:filterStatus,18:haveFix,19:extVelocity,20:distancetoprevious,21:releaseMode,22:device_id,23:lat_dev,24:lon_dev,25:hei_dev,26:hdop,27:vdop,28:fs_10,29:gnss_fix_status,30:gps_sat,31:glonass_sat,32:beidu_sat,33:gal_sat,34:sbas_sat,35:custLog0,36:custLog1,37:custLog2,38:custLog3,39:custLog4,40:custLog5,41:custLog6,42:custLog7,43:custLog8,44:custLog9,45:unix_time_sec_fixed,46:unix_time_microsec_fixed,47:pnvgbss_field3,48:pnvgbss_field4,49:pnvgbss_field5,50:pnvgbss_field6,51:pnvgbss_field7
003491-20211003-121716-000000016,220003491       ,2.4366419429,102.8277205500,12.0811538696,0.00000000,0.00000000,272.2654924687,13.339,0.315,-3.692,0.483,2021-10-03,04:17:34.349997,1633234654,349997,0000,5A4F,1,1,3.059,GPS-3.0,5,0.182,0.240,0.532,0.977,1.458,0,4,10,5,0,0,3,,,,,,,,,,,0,000000,,,,,
003491-20211003-121716-000000017,220003491       ,2.4366434938,102.8276935096,11.5913038254,0.00000000,0.00000000,273.1218342660,12.280,-0.001,-3.411,0.605,2021-10-03,04:17:35.200001,1633234655,200001,0000,5A4F,1,1,3.009,GPS-3.0,5,0.185,0.242,0.534,1.005,1.717,0,4,10,5,0,0,4,,,,,,,,,,,0,000000,,,,,
003491-20211003-121716-000000018,220003491       ,2.4366462078,102.8276655275,11.4877891541,0.00000000,0.00000000,275.5357050810,10.527,0.261,-2.912,0.346,2021-10-03,04:17:36.150071,1633234656,150071,0000,5A4F,1,1,3.123,GPS-3.0,5,0.186,0.242,0.535,1.139,1.629,0,4,10,5,0,0,4,,,,,,,,,,,0,000000,,,,,
003491-20211003-121716-000000019,220003491       ,2.4366516829,102.8276385883,11.3302392960,0.00000000,0.00000000,278.5485561654,9.042,0.773,-2.390,0.399,2021-10-03,04:17:37.249995,1633234657,249995,0000,5A4F,1,1,3.054,GPS-3.0,5,0.187,0.243,0.536,0.747,1.321,0,4,10,5,0,0,4,,,,,,,,,,,0,000000,,,,,
003491-20211003-121716-000000020,220003491       ,2.4366580798,102.8276122030,11.0364055634,0.00000000,0.00000000,288.1513923271,6.944,0.868,-1.723,0.221,2021-10-03,04:17:38.699999,1633234658,699999,0000,5A4F,1,1,3.016,GPS-3.0,5,0.191,0.246,0.539,1.019,1.579,0,4,10,5,0,0,3,,,,,,,,,,,0,000000,,,,,
003491-20211003-121716-000000021,220003491       ,2.4366750560,102.8275910883,10.6546239853,0.00000000,0.00000000,310.5780179385,2.950,0.515,-0.637,0.131,2021-10-03,04:17:41.100000,1633234661,100000,0000,5A4F,1,1,3.011,GPS-3.0,5,0.196,0.250,0.544,0.814,1.466,0,4,10,5,0,0,4,,,,,,,,,,,0,000000,,,,,
003491-20211003-121716-000000022,220003491       ,2.4366974302,102.8275756544,10.8981571198,0.00000000,0.00000000,316.6067800321,3.843,0.562,-0.908,0.058,2021-10-03,04:17:44.100000,1633234664,100000,0000,5A4F,1,1,3.022,GPS-3.0,5,0.201,0.253,0.548,1.018,1.591,0,4,10,5,0,0,2,,,,,,,,,,,0,000000,,,,,
003491-20211003-121716-000000023,220003491       ,2.4367150228,102.8275551320,11.0567951202,0.00000000,0.00000000,306.6512602224,2.831,0.549,-0.563,-0.084,2021-10-03,04:17:47.699999,1633234667,699999,0000,5A4F,1,1,3.004,GPS-3.0,5,0.206,0.257,0.553,1.032,1.533,0,4,10,5,0,0,2,,,,,,,,,,,0,000000,,,,,
003491-20211003-121716-000000024,220003491       ,2.4367253805,102.8275301434,11.2069444656,0.00000000,0.00000000,288.2593639575,5.473,0.509,-1.433,0.044,2021-10-03,04:17:50.400003,1633234670,400003,0000,5A4F,1,1,3.006,GPS-3.0,5,0.207,0.259,0.556,0.942,1.832,0,4,10,5,0,0,2,,,,,,,,,,,0,000000,,,,,
003491-20211003-121716-000000025,220003491       ,2.4367234938,102.8275023251,11.2278728485,0.00000000,0.00000000,271.5921450995,8.177,-0.232,-2.260,0.041,2021-10-03,04:17:52.000010,1633234672,000010,0000,5A2F,1,1,3.098,GPS-3.0,5,0.210,0.261,0.559,0.814,1.466,0,2,10,5,0,0,2,,,,,,,,,,,0,000000,,,,,
003491-20211003-121716-000000026,220003491       ,2.4367237543,102.8274740340,10.9320774078,0.00000000,0.00000000,271.7622987721,8.711,-0.115,-2.417,0.184,2021-10-03,04:17:53.300000,1633234673,300000,0000,5A2F,1,1,3.143,GPS-3.0,5,0.212,0.262,0.560,1.048,1.697,0,2,10,5,0,0,2,,,,,,,,,,,0,000000,,,,,
003491-20211003-121716-000000027,220003491       ,2.4367253270,102.8274468172,10.8509845734,0.00000000,0.00000000,272.1836941232,6.940,-0.088,-1.926,0.013,2021-10-03,04:17:54.649996,1633234674,649996,0000,5A2F,1,1,3.029,GPS-3.0,5,0.214,0.263,0.562,1.064,1.579,0,2,9,5,0,0,2,,,,,,,,,,,0,000000,,,,,
003491-20211003-121716-000000028,220003491       ,2.4367266519,102.8274193941,10.6581687927,0.00000000,0.00000000,273.3593609246,6.963,0.021,-1.934,0.199,2021-10-03,04:17:56.149996,1633234676,149996,0000,5A2F,1,1,3.050,GPS-3.0,5,0.215,0.265,0.564,0.819,1.411,0,2,10,5,0,0,2,,,,,,,,,,,0,000000,,,,,
003491-20211003-121716-000000029,220003491       ,2.4367281043,102.8273920861,10.5258693695,0.00000000,0.00000000,274.8965906200,5.678,-0.075,-1.576,0.085,2021-10-03,04:17:58.050143,1633234678,050143,0000,5A2F,1,1,3.038,GPS-3.0,5,0.218,0.266,0.566,0.941,1.453,0,2,10,5,0,0,2,,,,,,,,,,,0,000000,,,,,
003491-20211003-121716-000000030,220003491       ,2.4367301895,102.8273648488,10.9049606323,0.00000000,0.00000000,277.3729440055,7.558,0.015,-2.099,-0.179,2021-10-03,04:17:59.849996,1633234679,849996,0000,5A2F,1,1,3.035,GPS-3.0,5,0.220,0.268,0.568,0.817,1.321,0,2,10,5,0,0,2,,,,,,,,,,,0,000000,,,,,
003491-20211003-121716-000000031,220003491       ,2.4367334849,102.8273374282,10.9766855240,0.00000000,0.00000000,278.8762959625,10.021,0.762,-2.677,-0.058,2021-10-03,04:18:01.200103,1633234681,200103,0000,5A2F,1,1,3.068,GPS-3.0,5,0.222,0.269,0.569,0.814,1.466,0,2,10,5,0,0,2,,,,,,,,,,,0,000000,,,,,
003491-20211003-121716-000000032,220003491       ,2.4367363673,102.8273094016,10.6243877411,0.00000000,0.00000000,275.4426779045,10.611,-0.008,-2.947,0.188,2021-10-03,04:18:02.200008,1633234682,200008,0000,5A2F,1,1,3.130,GPS-3.0,5,0.223,0.271,0.571,0.814,1.466,0,2,10,5,0,0,2,,,,,,,,,,,0,000000,,,,,
003491-20211003-121716-000000033,220003491       ,2.4367344247,102.8272822576,10.3499526978,0.00000000,0.00000000,266.4067474439,9.963,-0.728,-2.670,0.235,2021-10-03,04:18:03.250186,1633234683,250186,0000,5A2F,1,1,3.023,GPS-3.0,5,0.224,0.271,0.572,0.836,1.419,0,2,10,5,0,0,2,,,,,,,,,,,0,000000,,,,,
003491-20211003-121716-000000034,220003491       ,2.4367277227,102.8272553958,9.9863119125,0.00000000,0.00000000,262.9134881741,7.931,-0.547,-2.134,0.199,2021-10-03,04:18:04.550205,1633234684,550205,0000,5A2F,1,1,3.076,GPS-3.0,5,0.225,0.272,0.573,0.857,1.441,0,2,10,5,0,0,2,,,,,,,,,,,0,000000,,,,,
003491-20211003-121716-000000035,220003491       ,2.4367280404,102.8272279189,9.6669158936,0.00000000,0.00000000,271.8576208922,8.472,0.378,-2.323,0.302,2021-10-03,04:18:06.000010,1633234686,000010,0000,5A2F,1,1,3.053,GPS-3.0,5,0.227,0.273,0.574,0.768,1.357,0,2,10,4,0,0,2,,,,,,,,,,,0,000000,,,,,
003491-20211003-121716-000000036,220003491       ,2.4367321806,102.8272003127,9.6350698471,0.00000000,0.00000000,275.2474710980,10.828,0.364,-2.986,0.170,2021-10-03,04:18:07.300003,1633234687,300003,0000,5A2F,1,1,3.101,GPS-3.0,5,0.228,0.274,0.576,0.747,1.319,0,2,10,5,0,0,3,,,,,,,,,,,0,000000,,,,,
003491-20211003-121716-000000037,220003491       ,2.4367344323,102.8271728434,9.5418996811,0.00000000,0.00000000,274.0424344831,13.229,-0.060,-3.674,0.256,2021-10-03,04:18:08.149996,1633234688,149996,0000,5A2F,1,1,3.062,GPS-3.0,5,0.229,0.275,0.576,0.810,1.359,0,2,10,5,0,0,3,,,,,,,,,,,0,000000,,,,,
003491-20211003-121716-000000038,220003491       ,2.4367373023,102.8271457748,9.4353570938,0.00000000,0.00000000,274.8774660903,14.877,0.304,-4.121,0.194,2021-10-03,04:18:08.900097,1633234688,900097,0000,5A2F,1,1,3.024,GPS-3.0,5,0.230,0.276,0.577,0.768,1.357,0,2,10,5,0,0,3,,,,,,,,,,,0,000000,,,,,
003491-20211003-121716-000000039,220003491       ,2.4367397347,102.8271183503,9.2753658295,0.00000000,0.00000000,275.6247980685,14.366,0.212,-3.985,0.155,2021-10-03,04:18:09.650158,1633234689,650158,0000,5A2F,1,1,3.059,GPS-3.0,5,0.231,0.276,0.578,0.747,1.319,0,2,10,5,0,0,3,,,,,,,,,,,0,000000,,,,,
003491-20211003-121716-000000040,220003491       ,2.4367404611,102.8270897823,9.3635807037,0.00000000,0.00000000,274.2996867280,14.459,0.180,-4.012,0.058,2021-10-03,04:18:10.450015,1633234690,450015,0000,5A2F,1,1,3.175,GPS-3.0,5,0.231,0.277,0.578,0.814,1.466,0,2,10,5,0,0,3,,,,,,,,,,,0,000000,,,,,
003491-20211003-121716-000000041,220003491       ,2.4367420682,102.8270625161,9.2810344696,0.00000000,0.00000000,272.2307404662,13.959,0.207,-3.872,0.081,2021-10-03,04:18:11.200026,1633234691,200026,0000,5A2F,1,1,3.034,GPS-3.0,5,0.232,0.277,0.579,0.814,1.466,0,2,10,5,0,0,3,,,,,,,,,,,0,000000,,,,,
003491-20211003-121716-000000042,220003491       ,2.4367432020,102.8270347046,9.1655941010,0.00000000,0.00000000,271.1777438622,11.862,0.220,-3.288,0.167,2021-10-03,04:18:12.000009,1633234692,000009,0000,5A2F,1,1,3.092,GPS-3.0,5,0.233,0.278,0.579,0.818,1.411,0,2,10,5,0,0,3,,,,,,,,,,,0,000000,,,,,
003491-20211003-121716-000000043,220003491       ,2.4367443621,102.8270076188,8.7857770920,0.00000000,0.00000000,270.2989717236,9.982,-0.003,-2.773,0.328,2021-10-03,04:18:12.950008,1633234692,950008,0000,5A2F,1,1,3.012,GPS-3.0,5,0.234,0.279,0.580,0.837,1.518,0,2,10,5,0,0,3,,,,,,,,,,,0,000000,,,,,
003491-20211003-121716-000000044,220003491       ,2.4367467553,102.8269805047,8.7210302353,0.00000000,0.00000000,274.8594343909,6.824,0.475,-1.835,0.085,2021-10-03,04:18:14.400017,1633234694,400017,0000,5A2F,1,1,3.024,GPS-3.0,5,0.235,0.280,0.581,0.879,1.589,0,2,10,5,0,0,3,,,,,,,,,,,0,000000,,,,,
003491-20211003-121716-000000045,220003491       ,2.4367548067,102.8269543399,9.0106811523,0.00000000,0.00000000,280.9996651717,7.731,0.930,-1.935,-0.112,2021-10-03,04:18:16.000025,1633234696,000025,0000,5A2F,1,1,3.042,GPS-3.0,5,0.236,0.281,0.582,0.769,1.457,0,2,10,5,0,0,4,,,,,,,,,,,0,000000,,,,,
003491-20211003-121716-000000046,220003491       ,2.4367586616,102.8269272117,9.1811828613,0.00000000,0.00000000,275.9969340953,5.165,0.312,-1.400,-0.087,2021-10-03,04:18:17.900123,1633234697,900123,0000,5A2F,1,1,3.044,GPS-3.0,5,0.239,0.283,0.585,0.903,1.469,0,2,10,5,0,0,4,,,,,,,,,,,0,000000,,,,,
003491-20211003-121716-000000047,220003491       ,2.4367581724,102.8269001978,9.2341670990,0.00000000,0.00000000,262.2778161284,7.857,-0.189,-2.174,-0.077,2021-10-03,04:18:19.499992,1633234699,499992,0000,5A2F,1,1,3.002,GPS-3.0,5,0.241,0.284,0.587,0.866,1.581,0,2,10,5,0,0,2,,,,,,,,,,,0,000000,,,,,
003491-20211003-121716-000000048,220003491       ,2.4367529154,102.8268732601,9.2652454376,0.00000000,0.00000000,259.9351705261,11.097,-0.206,-3.075,-0.068,2021-10-03,04:18:20.750010,1633234700,750010,0000,5A2F,1,1,3.049,GPS-3.0,5,0.244,0.286,0.589,0.768,1.355,0,2,10,5,0,0,3,,,,,,,,,,,0,000000,,,,,
003491-20211003-121716-000000049,220003491       ,2.4367466327,102.8268456789,9.0671176910,0.00000000,0.00000000,255.4618883934,12.184,-1.083,-3.206,0.095,2021-10-03,04:18:21.700060,1633234701,700060,0000,5A2F,1,1,3.143,GPS-3.0,5,0.247,0.289,0.592,0.833,1.365,0,2,10,5,0,0,3,,,,,,,,,,,0,000000,,,,,
003491-20211003-121716-000000050,220003491       ,2.4367364802,102.8268197137,9.1578741074,0.00000000,0.00000000,244.5022488134,12.131,-1.456,-3.039,0.049,2021-10-03,04:18:22.650026,1633234702,650026,0000,5A2F,1,1,3.098,GPS-3.0,5,0.248,0.290,0.594,0.939,1.444,0,2,10,5,0,0,3,,,,,,,,,,,0,000000,,,,,
003491-20211003-121716-000000051,220003491       ,2.4367228826,102.8267950677,9.0895433426,0.00000000,0.00000000,236.4058791751,12.260,-1.864,-2.850,0.164,2021-10-03,04:18:23.550015,1633234703,550015,0000,5A2F,1,1,3.128,GPS-3.0,5,0.248,0.290,0.594,0.836,1.417,0,2,10,5,0,0,3,,,,,,,,,,,0,000000,,,,,
003491-20211003-121716-000000052,220003491       ,2.4367086551,102.8267719489,8.8058462143,0.00000000,0.00000000,237.6358323201,11.733,-1.647,-2.812,0.186,2021-10-03,04:18:24.450012,1633234704,450012,0000,5A2F,1,1,3.017,GPS-3.0,5,0.249,0.291,0.594,0.747,1.318,0,2,10,5,0,0,3,,,,,,,,,,,0,000000,,,,,
003491-20211003-121716-000000053,220003491       ,2.4366983401,102.8267464948,8.6381883621,0.00000000,0.00000000,248.0847376746,9.419,-0.567,-2.554,0.258,2021-10-03,04:18:25.549997,1633234705,549997,0000,5A2F,1,1,3.052,GPS-3.0,5,0.250,0.291,0.594,0.838,1.356,0,2,10,5,0,0,2,,,,,,,,,,,0,000000,,,,,
003491-20211003-121716-000000054,220003491       ,2.4366949679,102.8267191937,8.4765539169,0.00000000,0.00000000,261.1047174781,6.438,0.120,-1.784,0.154,2021-10-03,04:18:26.900105,1633234706,900105,0000,5A2F,1,1,3.056,GPS-3.0,5,0.250,0.292,0.595,0.939,1.444,0,2,10,5,0,0,2,,,,,,,,,,,0,000000,,,,,
003491-20211003-121716-000000055,220003491       ,2.4367108780,102.8266971576,8.2993707657,0.00000000,0.00000000,301.6749483177,3.244,0.795,-0.424,0.029,2021-10-03,04:18:29.600220,1633234709,600220,0000,5A2F,1,1,3.020,GPS-3.0,5,0.250,0.292,0.595,0.749,1.410,0,2,10,5,0,0,4,,,,,,,,,,,0,000000,,,,,
