#0:imgID,1:camSN,2:lat,3:lon,4:height,5:roll,6:pitch,7:heading,8:speed,9:speed_n,10:speed_e,11:speed_d,12:date,13:time,14:unix_time_sec,15:unix_time_microsec,16:systemStatus,17:filterStatus,18:haveFix,19:extVelocity,20:distancetoprevious,21:releaseMode,22:device_id,23:lat_dev,24:lon_dev,25:hei_dev,26:hdop,27:vdop,28:fs_10,29:gnss_fix_status,30:gps_sat,31:glonass_sat,32:beidu_sat,33:gal_sat,34:sbas_sat,35:custLog0,36:custLog1,37:custLog2,38:custLog3,39:custLog4,40:custLog5,41:custLog6,42:custLog7,43:custLog8,44:custLog9,45:unix_time_sec_fixed,46:unix_time_microsec_fixed,47:pnvgbss_field3,48:pnvgbss_field4,49:pnvgbss_field5,50:pnvgbss_field6,51:pnvgbss_field7
003491-20211003-122538-000000011,220003491       ,2.4469091152,102.8321704780,13.7358732224,0.00000000,0.00000000,79.1872598030,24.165,1.322,6.581,-0.051,2021-10-03,04:25:44.650170,1633235144,650170,0000,5A2F,1,1,3.311,GPS-3.0,5,0.241,0.276,0.546,1.055,1.555,0,2,11,4,0,0,4,,,,,,,,,,,0,000000,,,,,
003491-20211003-122538-000000012,220003491       ,2.4469136611,102.8321980525,13.7486944199,0.00000000,0.00000000,82.5510869881,25.560,0.791,7.056,-0.030,2021-10-03,04:25:45.100010,1633235145,100010,0000,5A2F,1,1,3.105,GPS-3.0,5,0.242,0.276,0.547,1.166,1.461,0,2,11,4,0,0,4,,,,,,,,,,,0,000000,,,,,
003491-20211003-122538-000000013,220003491       ,2.4469165505,102.8322271574,13.7716550827,0.00000000,0.00000000,85.7802365032,26.132,0.535,7.239,-0.068,2021-10-03,04:25:45.549996,1633235145,549996,0000,5A2F,1,1,3.249,GPS-3.0,5,0.244,0.278,0.548,1.652,1.953,0,2,11,4,0,0,3,,,,,,,,,,,0,000000,,,,,
003491-20211003-122538-000000014,220003491       ,2.4469195251,102.8322567325,13.8063135147,0.00000000,0.00000000,88.0432762507,25.184,0.344,6.987,-0.094,2021-10-03,04:25:46.000011,1633235146,000011,0000,5A2F,1,1,3.302,GPS-3.0,5,0.245,0.279,0.550,1.121,1.777,0,2,11,4,0,0,3,,,,,,,,,,,0,000000,,,,,
003491-20211003-122538-000000015,220003491       ,2.4469204586,102.8322856899,13.9317426682,0.00000000,0.00000000,89.3699995158,24.923,0.258,6.918,-0.193,2021-10-03,04:25:46.449996,1633235146,449996,0000,5A2F,1,1,3.219,GPS-3.0,5,0.246,0.280,0.551,1.121,1.777,0,2,11,4,0,0,3,,,,,,,,,,,0,000000,,,,,
003491-20211003-122538-000000016,220003491       ,2.4469206821,102.8323148930,14.1320562363,0.00000000,0.00000000,89.7717990541,25.375,0.222,7.045,-0.290,2021-10-03,04:25:46.900000,1633235146,900000,0000,5A2F,1,1,3.244,GPS-3.0,5,0.246,0.280,0.551,1.121,1.776,0,2,11,4,0,0,3,,,,,,,,,,,0,000000,,,,,
003491-20211003-122538-000000017,220003491       ,2.4469208479,102.8323445582,14.3765993118,0.00000000,0.00000000,90.0186830719,26.393,-0.021,7.331,-0.321,2021-10-03,04:25:47.350225,1633235147,350225,0000,5A2F,1,1,3.296,GPS-3.0,5,0.247,0.280,0.551,1.121,1.776,0,2,11,4,0,0,2,,,,,,,,,,,0,000000,,,,,
003491-20211003-122538-000000018,220003491       ,2.4469208573,102.8323737299,14.4878950119,0.00000000,0.00000000,89.9347127262,26.276,-0.105,7.298,-0.279,2021-10-03,04:25:47.800112,1633235147,800112,0000,5A2F,1,1,3.241,GPS-3.0,5,0.248,0.281,0.552,1.470,1.953,0,2,11,4,0,0,2,,,,,,,,,,,0,000000,,,,,
003491-20211003-122538-000000019,220003491       ,2.4469211677,102.8324036255,14.5188121796,0.00000000,0.00000000,89.9985203534,26.424,0.014,7.340,-0.192,2021-10-03,04:25:48.249996,1633235148,249996,0000,5A2F,1,1,3.321,GPS-3.0,5,0.248,0.281,0.553,1.121,1.776,0,2,11,4,0,0,1,,,,,,,,,,,0,000000,,,,,
003491-20211003-122538-000000020,220003491       ,2.4469211472,102.8324334312,14.6346559525,0.00000000,0.00000000,89.8962177800,26.718,0.052,7.422,-0.159,2021-10-03,04:25:48.700000,1633235148,700000,0000,5A2F,1,1,3.311,GPS-3.0,5,0.248,0.281,0.553,1.121,1.775,0,2,11,4,0,0,1,,,,,,,,,,,0,000000,,,,,
003491-20211003-122538-000000021,220003491       ,2.4469210717,102.8324633211,14.7623834610,0.00000000,0.00000000,90.0112176751,26.828,-0.047,7.452,-0.208,2021-10-03,04:25:49.149995,1633235149,149995,0000,5A2F,1,1,3.321,GPS-3.0,5,0.249,0.281,0.553,0.943,1.510,0,2,11,4,0,0,1,,,,,,,,,,,0,000000,,,,,
003491-20211003-122538-000000022,220003491       ,2.4469207622,102.8324906449,15.0528202057,0.00000000,0.00000000,90.1562294214,27.213,-0.115,7.558,-0.357,2021-10-03,04:25:49.549995,1633235149,549995,0000,5A2F,1,1,3.036,GPS-3.0,5,0.249,0.282,0.554,1.121,1.775,0,2,10,4,0,0,2,,,,,,,,,,,0,000000,,,,,
003491-20211003-122538-000000023,220003491       ,2.4469208367,102.8325181078,15.3838520050,0.00000000,0.00000000,90.3675281535,27.518,-0.104,7.643,-0.474,2021-10-03,04:25:49.950255,1633235149,950255,0000,5A2F,1,1,3.051,GPS-3.0,5,0.249,0.282,0.554,0.882,1.383,0,2,10,4,0,0,2,,,,,,,,,,,0,000000,,,,,
003491-20211003-122538-000000024,220003491       ,2.4469210594,102.8325455966,15.5953207016,0.00000000,0.00000000,90.5911690375,27.373,0.037,7.603,-0.465,2021-10-03,04:25:50.349995,1633235150,349995,0000,5A2F,1,1,3.054,GPS-3.0,5,0.250,0.282,0.555,0.882,1.383,0,2,11,4,0,0,2,,,,,,,,,,,0,000000,,,,,
003491-20211003-122538-000000025,220003491       ,2.4469199765,102.8325730854,15.8817996979,0.00000000,0.00000000,91.0196541249,27.521,-0.108,7.644,-0.525,2021-10-03,04:25:50.749995,1633235150,749995,0000,5A2F,1,1,3.056,GPS-3.0,5,0.250,0.282,0.555,0.882,1.383,0,2,11,4,0,0,2,,,,,,,,,,,0,000000,,,,,
003491-20211003-122538-000000026,220003491       ,2.4469184166,102.8326001207,16.1281757355,0.00000000,0.00000000,91.3861415852,27.450,-0.114,7.624,-0.482,2021-10-03,04:25:51.150179,1633235151,150179,0000,5A2F,1,1,3.008,GPS-3.0,5,0.250,0.283,0.555,0.882,1.383,0,2,11,4,0,0,2,,,,,,,,,,,0,000000,,,,,
003491-20211003-122538-000000027,220003491       ,2.4469172639,102.8326276138,16.2678527832,0.00000000,0.00000000,91.6941216451,27.840,-0.349,7.726,-0.366,2021-10-03,04:25:51.549995,1633235151,549995,0000,5A2F,1,1,3.057,GPS-3.0,5,0.251,0.283,0.556,0.882,1.383,0,2,10,4,0,0,2,,,,,,,,,,,0,000000,,,,,
003491-20211003-122538-000000028,220003491       ,2.4469159308,102.8326555026,16.3725242615,0.00000000,0.00000000,91.9538327581,28.347,-0.418,7.863,-0.232,2021-10-03,04:25:51.949995,1633235151,949995,0000,5A2F,1,1,3.102,GPS-3.0,5,0.251,0.283,0.556,0.882,1.383,0,2,10,4,0,0,2,,,,,,,,,,,0,000000,,,,,
003491-20211003-122538-000000029,220003491       ,2.4469147398,102.8326839007,16.4871520996,0.00000000,0.00000000,92.1261994120,28.542,-0.332,7.921,-0.143,2021-10-03,04:25:52.350106,1633235152,350106,0000,5A2F,1,1,3.158,GPS-3.0,5,0.251,0.283,0.556,0.819,1.328,0,2,10,4,0,0,3,,,,,,,,,,,0,000000,,,,,
003491-20211003-122538-000000030,220003491       ,2.4469134846,102.8327128282,16.5380134583,0.00000000,0.00000000,92.3252379546,29.150,-0.335,8.090,-0.080,2021-10-03,04:25:52.749995,1633235152,749995,0000,5A2F,1,1,3.217,GPS-3.0,5,0.251,0.283,0.556,0.819,1.328,0,2,10,4,0,0,3,,,,,,,,,,,0,000000,,,,,
003491-20211003-122538-000000031,220003491       ,2.4469120951,102.8327421432,16.5439720154,0.00000000,0.00000000,92.5007464955,29.441,-0.096,8.178,0.001,2021-10-03,04:25:53.149996,1633235153,149996,0000,5A2F,1,1,3.260,GPS-3.0,5,0.250,0.283,0.556,0.819,1.328,0,2,10,4,0,0,3,,,,,,,,,,,0,000000,,,,,
003491-20211003-122538-000000032,220003491       ,2.4469107552,102.8327719601,16.5599555969,0.00000000,0.00000000,92.9590863397,30.285,-0.544,8.395,-0.087,2021-10-03,04:25:53.550048,1633235153,550048,0000,5A2F,1,1,3.316,GPS-3.0,5,0.250,0.283,0.556,0.819,1.328,0,2,10,4,0,0,3,,,,,,,,,,,0,000000,,,,,
003491-20211003-122538-000000033,220003491       ,2.4469087456,102.8328022412,16.6817932129,0.00000000,0.00000000,94.2775792269,30.581,-0.888,8.448,-0.214,2021-10-03,04:25:53.950010,1633235153,950010,0000,5A2F,1,1,3.371,GPS-3.0,5,0.249,0.282,0.556,0.819,1.328,0,2,10,4,0,0,3,,,,,,,,,,,0,000000,,,,,
003491-20211003-122538-000000034,220003491       ,2.4469062950,102.8328291770,16.8599643707,0.00000000,0.00000000,95.1713299704,30.784,-0.853,8.509,-0.336,2021-10-03,04:25:54.300119,1633235154,300119,0000,5A2F,1,1,3.005,GPS-3.0,5,0.249,0.282,0.555,0.819,1.328,0,2,10,4,0,0,3,,,,,,,,,,,0,000000,,,,,
003491-20211003-122538-000000035,220003491       ,2.4469033157,102.8328560621,16.9930953979,0.00000000,0.00000000,95.9421509692,30.629,-0.952,8.455,-0.308,2021-10-03,04:25:54.649996,1633235154,649996,0000,5A2F,1,1,3.005,GPS-3.0,5,0.248,0.282,0.555,0.819,1.328,0,2,10,4,0,0,3,,,,,,,,,,,0,000000,,,,,
003491-20211003-122538-000000036,220003491       ,2.4468996950,102.8328864552,17.1501712799,0.00000000,0.00000000,96.6192959235,30.090,-0.954,8.304,-0.265,2021-10-03,04:25:55.050208,1633235155,050208,0000,5A2F,1,1,3.400,GPS-3.0,5,0.248,0.282,0.554,0.819,1.328,0,2,10,4,0,0,3,,,,,,,,,,,0,000000,,,,,
003491-20211003-122538-000000037,220003491       ,2.4468960533,102.8329161051,17.2927703857,0.00000000,0.00000000,96.7484274799,29.728,-0.837,8.215,-0.330,2021-10-03,04:25:55.449996,1633235155,449996,0000,5A2F,1,1,3.319,GPS-3.0,5,0.247,0.281,0.553,0.819,1.328,0,2,10,4,0,0,3,,,,,,,,,,,0,000000,,,,,
003491-20211003-122538-000000038,220003491       ,2.4468926567,102.8329457462,17.4613132477,0.00000000,0.00000000,96.3877661710,29.848,-0.787,8.254,-0.323,2021-10-03,04:25:55.849996,1633235155,849996,0000,5A2F,1,1,3.315,GPS-3.0,5,0.247,0.281,0.552,0.908,1.328,0,2,10,4,0,0,3,,,,,,,,,,,0,000000,,,,,
003491-20211003-122538-000000039,220003491       ,2.4468891225,102.8329753203,17.5396842957,0.00000000,0.00000000,96.1038352072,29.954,-0.925,8.269,-0.196,2021-10-03,04:25:56.250137,1633235156,250137,0000,5A2F,1,1,3.309,GPS-3.0,5,0.247,0.281,0.553,0.954,1.384,0,2,10,4,0,0,3,,,,,,,,,,,0,000000,,,,,
003491-20211003-122538-000000040,220003491       ,2.4468860277,102.8330047731,17.6355838776,0.00000000,0.00000000,95.7163858963,30.097,-0.932,8.308,-0.204,2021-10-03,04:25:56.649996,1633235156,649996,0000,5A2F,1,1,3.290,GPS-3.0,5,0.247,0.281,0.553,0.908,1.328,0,2,10,4,0,0,3,,,,,,,,,,,0,000000,,,,,
003491-20211003-122538-000000041,220003491       ,2.4468834539,102.8330340904,17.7745151520,0.00000000,0.00000000,95.2583602408,29.984,-0.714,8.298,-0.213,2021-10-03,04:25:57.049996,1633235157,049996,0000,5A2F,1,1,3.270,GPS-3.0,5,0.247,0.281,0.553,0.868,1.367,0,2,10,4,0,0,3,,,,,,,,,,,0,000000,,,,,
003491-20211003-122538-000000042,220003491       ,2.4468805563,102.8330638997,17.8238906860,0.00000000,0.00000000,94.8271977192,30.240,-0.720,8.369,-0.185,2021-10-03,04:25:57.450092,1633235157,450092,0000,5A2F,1,1,3.327,GPS-3.0,5,0.248,0.282,0.553,0.868,1.367,0,2,10,4,0,0,3,,,,,,,,,,,0,000000,,,,,
003491-20211003-122538-000000043,220003491       ,2.4468787270,102.8330943386,18.0497455597,0.00000000,0.00000000,93.6349267279,30.617,-0.479,8.491,-0.273,2021-10-03,04:25:57.849996,1633235157,849996,0000,5A2F,1,1,3.388,GPS-3.0,5,0.248,0.282,0.553,0.794,1.355,0,2,10,4,0,0,3,,,,,,,,,,,0,000000,,,,,
003491-20211003-122538-000000044,220003491       ,2.4468779797,102.8331248684,18.1608219147,0.00000000,0.00000000,92.3581184852,31.131,-0.331,8.641,-0.312,2021-10-03,04:25:58.249996,1633235158,249996,0000,5A2F,1,1,3.393,GPS-3.0,5,0.249,0.283,0.554,0.868,1.367,0,2,10,4,0,0,3,,,,,,,,,,,0,000000,,,,,
003491-20211003-122538-000000045,220003491       ,2.4468782417,102.8331554244,18.2223224640,0.00000000,0.00000000,91.0521863159,31.340,0.004,8.705,-0.301,2021-10-03,04:25:58.650003,1633235158,650003,0000,5A2F,1,1,3.395,GPS-3.0,5,0.249,0.283,0.555,1.077,1.535,0,2,10,4,0,0,3,,,,,,,,,,,0,000000,,,,,
003491-20211003-122538-000000046,220003491       ,2.4468787701,102.8331830872,18.3852100372,0.00000000,0.00000000,89.9193789515,31.604,0.311,8.773,-0.343,2021-10-03,04:25:59.000010,1633235159,000010,0000,5A2F,1,1,3.074,GPS-3.0,5,0.250,0.284,0.556,1.003,1.488,0,2,10,4,0,0,3,,,,,,,,,,,0,000000,,,,,
003491-20211003-122538-000000047,220003491       ,2.4468801193,102.8332109575,18.5850238800,0.00000000,0.00000000,88.9032448785,32.167,0.518,8.920,-0.435,2021-10-03,04:25:59.349996,1633235159,349996,0000,5A2F,1,1,3.100,GPS-3.0,5,0.250,0.284,0.556,1.003,1.488,0,2,10,4,0,0,4,,,,,,,,,,,0,000000,,,,,
003491-20211003-122538-000000048,220003491       ,2.4468814449,102.8332401607,18.7841701508,0.00000000,0.00000000,88.3035884203,32.730,0.587,9.073,-0.408,2021-10-03,04:25:59.700269,1633235159,700269,0000,5A2F,1,1,3.248,GPS-3.0,5,0.250,0.284,0.556,1.652,2.873,0,2,10,4,0,0,4,,,,,,,,,,,0,000000,,,,,
003491-20211003-122538-000000049,220003491       ,2.4468830785,102.8332693006,18.8992881775,0.00000000,0.00000000,87.7311639264,33.510,0.362,9.301,-0.328,2021-10-03,04:26:00.050066,1633235160,050066,0000,5A2F,1,1,3.242,GPS-3.0,5,0.251,0.285,0.557,1.454,2.045,0,2,10,4,0,0,4,,,,,,,,,,,0,000000,,,,,
003491-20211003-122538-000000050,220003491       ,2.4468853648,102.8332990593,19.0996761322,0.00000000,0.00000000,87.1910325668,34.152,0.594,9.468,-0.334,2021-10-03,04:26:00.400003,1633235160,400003,0000,5A2F,1,1,3.316,GPS-3.0,5,0.252,0.285,0.558,1.101,1.641,0,2,11,4,0,0,1,,,,,,,,,,,0,000000,,,,,
003491-20211003-122538-000000051,220003491       ,2.4468872123,102.8333288883,19.1390476227,0.00000000,0.00000000,86.3781307725,34.373,0.625,9.528,-0.230,2021-10-03,04:26:00.749997,1633235160,749997,0000,5A2F,1,1,3.320,GPS-3.0,5,0.253,0.287,0.559,1.379,1.949,0,2,11,4,0,0,1,,,,,,,,,,,0,000000,,,,,
003491-20211003-122538-000000052,220003491       ,2.4468889476,102.8333589600,19.1582851410,0.00000000,0.00000000,86.2459529517,34.497,0.610,9.563,-0.158,2021-10-03,04:26:01.099999,1633235161,099999,0000,5A2F,1,1,3.346,GPS-3.0,5,0.254,0.287,0.560,1.454,2.045,0,2,11,4,0,0,1,,,,,,,,,,,0,000000,,,,,
003491-20211003-122538-000000053,220003491       ,2.4468908002,102.8333892850,19.1451931000,0.00000000,0.00000000,86.2191649498,34.449,0.528,9.555,-0.120,2021-10-03,04:26:01.450139,1633235161,450139,0000,5A2F,1,1,3.375,GPS-3.0,5,0.255,0.288,0.562,1.454,2.045,0,2,11,4,0,0,0,,,,,,,,,,,0,000000,,,,,
003491-20211003-122538-000000054,220003491       ,2.4468916803,102.8334197155,19.0549736023,0.00000000,0.00000000,86.7442630630,34.340,0.260,9.535,-0.011,2021-10-03,04:26:01.800001,1633235161,800001,0000,5A2F,1,1,3.382,GPS-3.0,5,0.256,0.289,0.562,1.454,2.045,0,2,11,4,0,0,0,,,,,,,,,,,0,000000,,,,,
003491-20211003-122538-000000055,220003491       ,2.4468922644,102.8334491853,19.0356788635,0.00000000,0.00000000,86.9308843217,33.794,0.400,9.379,0.013,2021-10-03,04:26:02.149995,1633235162,149995,0000,5A2F,1,1,3.275,GPS-3.0,5,0.256,0.289,0.563,1.454,2.045,0,2,11,4,0,0,0,,,,,,,,,,,0,000000,,,,,
003491-20211003-122538-000000056,220003491       ,2.4468928797,102.8334792512,19.1043834686,0.00000000,0.00000000,87.4902563241,33.102,0.275,9.191,0.015,2021-10-03,04:26:02.499998,1633235162,499998,0000,5A2F,1,1,3.341,GPS-3.0,5,0.256,0.289,0.564,1.454,2.045,0,2,11,4,0,0,1,,,,,,,,,,,0,000000,,,,,
003491-20211003-122538-000000057,220003491       ,2.4468938532,102.8335076530,19.1222381592,0.00000000,0.00000000,87.8148952154,32.828,0.337,9.113,-0.041,2021-10-03,04:26:02.850219,1633235162,850219,0000,5A2F,1,1,3.157,GPS-3.0,5,0.257,0.290,0.565,1.455,2.045,0,2,11,4,0,0,1,,,,,,,,,,,0,000000,,,,,
003491-20211003-122538-000000058,220003491       ,2.4468950993,102.8335360031,19.1911468506,0.00000000,0.00000000,87.8536360484,32.796,0.233,9.107,-0.077,2021-10-03,04:26:03.200004,1633235163,200004,0000,5A2F,1,1,3.153,GPS-3.0,5,0.258,0.291,0.566,1.455,2.045,0,2,11,4,0,0,1,,,,,,,,,,,0,000000,,,,,
003491-20211003-122538-000000059,220003491       ,2.4468958818,102.8335646775,19.2033004761,0.00000000,0.00000000,88.1441581447,32.846,0.194,9.122,-0.074,2021-10-03,04:26:03.549995,1633235163,549995,0000,5A2F,1,1,3.187,GPS-3.0,5,0.259,0.292,0.567,1.455,2.045,0,2,11,4,0,0,1,,,,,,,,,,,0,000000,,,,,
003491-20211003-122538-000000060,220003491       ,2.4468962049,102.8335922934,19.1326847076,0.00000000,0.00000000,88.2169611311,32.761,0.135,9.099,-0.005,2021-10-03,04:26:03.899999,1633235163,899999,0000,5A2F,1,1,3.068,GPS-3.0,5,0.260,0.292,0.568,1.455,2.045,0,2,11,4,0,0,1,,,,,,,,,,,0,000000,,,,,
003491-20211003-122538-000000061,220003491       ,2.4468977212,102.8336207522,19.2744750977,0.00000000,0.00000000,88.0833831215,32.726,0.260,9.087,-0.049,2021-10-03,04:26:04.250273,1633235164,250273,0000,5A2F,1,1,3.166,GPS-3.0,5,0.260,0.293,0.568,1.380,1.949,0,2,10,4,0,0,3,,,,,,,,,,,0,000000,,,,,
003491-20211003-122538-000000062,220003491       ,2.4468988615,102.8336492716,19.2674579620,0.00000000,0.00000000,87.7064932831,32.236,0.523,8.939,-0.022,2021-10-03,04:26:04.600107,1633235164,600107,0000,5A2F,1,1,3.171,GPS-3.0,5,0.262,0.294,0.570,1.455,2.045,0,2,10,4,0,0,3,,,,,,,,,,,0,000000,,,,,
003491-20211003-122538-000000063,220003491       ,2.4469002557,102.8336778288,19.2512054443,0.00000000,0.00000000,87.1519502244,32.764,0.526,9.086,-0.073,2021-10-03,04:26:04.950007,1633235164,950007,0000,5A2F,1,1,3.176,GPS-3.0,5,0.264,0.296,0.572,1.218,1.730,0,2,10,4,0,0,3,,,,,,,,,,,0,000000,,,,,
003491-20211003-122538-000000064,220003491       ,2.4469028347,102.8337072971,19.2244892120,0.00000000,0.00000000,86.6932757008,32.977,0.600,9.141,-0.001,2021-10-03,04:26:05.300000,1633235165,300000,0000,5A2F,1,1,3.286,GPS-3.0,5,0.264,0.296,0.572,1.859,2.107,0,2,11,4,0,0,4,,,,,,,,,,,0,000000,,,,,
003491-20211003-122538-000000065,220003491       ,2.4469036490,102.8337350707,19.0832386017,0.00000000,0.00000000,86.9445925114,32.512,0.621,9.010,0.082,2021-10-03,04:26:05.649996,1633235165,649996,0000,5A2F,1,1,3.087,GPS-3.0,5,0.264,0.296,0.572,1.455,2.045,0,2,11,4,0,0,4,,,,,,,,,,,0,000000,,,,,
003491-20211003-122538-000000066,220003491       ,2.4469048498,102.8337629368,19.1092262268,0.00000000,0.00000000,87.0071707045,32.140,0.501,8.914,0.026,2021-10-03,04:26:06.000164,1633235166,000164,0000,5A2F,1,1,3.099,GPS-3.0,5,0.264,0.296,0.573,1.350,1.979,0,2,11,4,0,0,4,,,,,,,,,,,0,000000,,,,,
003491-20211003-122538-000000067,220003491       ,2.4469059151,102.8337908430,19.1740913391,0.00000000,0.00000000,87.0892217670,31.687,0.482,8.789,-0.029,2021-10-03,04:26:06.349996,1633235166,349996,0000,5A2F,1,1,3.102,GPS-3.0,5,0.265,0.297,0.574,1.378,1.924,0,2,11,4,0,0,3,,,,,,,,,,,0,000000,,,,,
003491-20211003-122538-000000068,220003491       ,2.4469077857,102.8338183186,19.3871631622,0.00000000,0.00000000,87.2687396290,31.636,0.424,8.777,-0.210,2021-10-03,04:26:06.700012,1633235166,700012,0000,5A2F,1,1,3.059,GPS-3.0,5,0.265,0.297,0.574,1.292,1.923,0,2,11,4,0,0,3,,,,,,,,,,,0,000000,,,,,
003491-20211003-122538-000000069,220003491       ,2.4469097337,102.8338456564,19.6046257019,0.00000000,0.00000000,87.6298790512,31.500,0.246,8.747,-0.312,2021-10-03,04:26:07.050012,1633235167,050012,0000,5A2F,1,1,3.045,GPS-3.0,5,0.266,0.297,0.575,1.292,1.923,0,2,11,4,0,0,3,,,,,,,,,,,0,000000,,,,,
003491-20211003-122538-000000070,220003491       ,2.4469102409,102.8338763872,19.5993080139,0.00000000,0.00000000,88.4695278662,30.927,0.355,8.583,-0.283,2021-10-03,04:26:07.449998,1633235167,449998,0000,5A2F,1,1,3.414,GPS-3.0,5,0.266,0.298,0.575,1.292,1.923,0,2,11,4,0,0,3,,,,,,,,,,,0,000000,,,,,
003491-20211003-122538-000000071,220003491       ,2.4469106054,102.8339034745,19.7130737305,0.00000000,0.00000000,88.9632685809,30.819,-0.007,8.561,-0.215,2021-10-03,04:26:07.800004,1633235167,800004,0000,5A2F,1,1,3.009,GPS-3.0,5,0.267,0.298,0.576,1.292,1.923,0,2,11,4,0,0,3,,,,,,,,,,,0,000000,,,,,
003491-20211003-122538-000000072,220003491       ,2.4469095323,102.8339306999,19.9253501892,0.00000000,0.00000000,89.7425385237,30.692,-0.053,8.525,-0.216,2021-10-03,04:26:08.150291,1633235168,150291,0000,5A2F,1,1,3.027,GPS-3.0,5,0.267,0.298,0.576,1.292,1.923,0,2,11,4,0,0,3,,,,,,,,,,,0,000000,,,,,
