#0:imgID ,1:camSN   ,2:lat       ,3:lon         ,4:height     ,5:roll       ,6:pitch      ,7:heading     ,8:speed,9:speed_n,10:speed_e,11:speed_d,12:date   ,13:time        ,14:unix_time_sec,15:unix_time_microsec,16:systemStatus,17:filterStatus,18:haveFix,19:extVelocity,20:distancetoprevious,21:releaseMode,22:device_id,23:lat_dev,24:lon_dev,25:hei_dev,26:hdop,27:vdop,28:fs_10,29:gnss_fix_status,30:gps_sat,31:glonass_sat,32:beidu_sat,33:gal_sat,34:sbas_sat,35:custLog0,36:custLog1,37:custLog2,38:custLog3,39:custLog4,40:custLog5,41:custLog6,42:custLog7,43:custLog8,44:custLog9,45:unix_time_sec_fixed,46:unix_time_microsec_fixed,47:pnvgbss_field3,48:pnvgbss_field4,49:pnvgbss_field5,50:pnvgbss_field6,51:pnvgbss_field7
000000001,01932-0007,2.4390699784,102.6911271262,30.8034191132,0,0,103.9920753212,28.083 ,-1.877   ,7.572     ,-0.035    ,2021-08-05,02:28:34.400227,1628130514      ,400227               ,0000           ,5A4F           ,1         ,1             ,0.000                ,GPS-3.0       ,5           ,0.131     ,0.126     ,0.286     ,0.803  ,1.785  ,0       ,4                 ,11        ,4             ,0           ,0         ,4          ,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0                     ,000000                     ,                 ,                 ,                 ,
000000002,01932-0007,2.4390631759,102.6911543348,30.8232860565,0,0,104.0756495159,28.105 ,-1.897   ,7.573     ,-0.024    ,2021-08-05,02:28:34.800002,1628130514      ,800002               ,0000           ,5A4F           ,1         ,1             ,3.116                ,GPS-3.0       ,5           ,0.132     ,0.127     ,0.287     ,0.803  ,1.785  ,0       ,4                 ,11        ,4             ,0           ,0         ,4          ,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0                     ,000000                     ,                 ,                 ,                 ,
000000003,01932-0007,2.4390561542,102.6911817900,30.8408203125,0,0,104.3085862873,28.442 ,-1.987   ,7.647     ,-0.024    ,2021-08-05,02:28:35.200039,1628130515      ,200039               ,0000           ,5A4F           ,1         ,1             ,3.148                ,GPS-3.0       ,5           ,0.132     ,0.128     ,0.288     ,0.803  ,1.785  ,0       ,4                 ,11        ,4             ,0           ,0         ,4          ,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0                     ,000000                     ,                 ,                 ,                 ,
000000004,01932-0007,2.4390489093,102.6912094709,30.8194065094,0,0,104.5937671757,28.631 ,-1.972   ,7.705     ,0.027     ,2021-08-05,02:28:35.600003,1628130515      ,600003               ,0000           ,5A4F           ,1         ,1             ,3.179                ,GPS-3.0       ,5           ,0.133     ,0.128     ,0.289     ,0.915  ,2.039  ,0       ,4                 ,11        ,4             ,0           ,0         ,4          ,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0                     ,000000                     ,                 ,                 ,                 ,
000000005,01932-0007,2.4390413552,102.6912374380,30.8091716766,0,0,104.7299338270,28.918 ,-2.057   ,7.765     ,0.014     ,2021-08-05,02:28:36.000018,1628130516      ,000018               ,0000           ,5A4F           ,1         ,1             ,3.219                ,GPS-3.0       ,5           ,0.133     ,0.129     ,0.290     ,0.803  ,1.785  ,0       ,4                 ,11        ,4             ,0           ,0         ,4          ,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0                     ,000000                     ,                 ,                 ,                 ,
000000006,01932-0007,2.4390338309,102.6912655924,30.8305015564,0,0,104.8210895317,29.151 ,-2.127   ,7.813     ,-0.028    ,2021-08-05,02:28:36.400158,1628130516      ,400158               ,0000           ,5A4F           ,1         ,1             ,3.238                ,GPS-3.0       ,5           ,0.134     ,0.129     ,0.291     ,0.803  ,1.785  ,0       ,4                 ,11        ,4             ,0           ,0         ,4          ,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0                     ,000000                     ,                 ,                 ,                 ,
000000007,01932-0007,2.4390263964,102.6912938809,30.8681297302,0,0,104.7835166611,29.222 ,-1.843   ,7.905     ,-0.079    ,2021-08-05,02:28:36.800002,1628130516      ,800002               ,0000           ,5A4F           ,1         ,1             ,3.250                ,GPS-3.0       ,5           ,0.134     ,0.130     ,0.292     ,0.803  ,1.785  ,0       ,4                 ,11        ,4             ,0           ,0         ,4          ,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0                     ,000000                     ,                 ,                 ,                 ,
000000008,01932-0007,2.4390190148,102.6913227890,30.9116020203,0,0,104.6492009910,29.814 ,-2.178   ,7.990     ,-0.082    ,2021-08-05,02:28:37.200003,1628130517      ,200003               ,0000           ,5A4F           ,1         ,1             ,3.315                ,GPS-3.0       ,5           ,0.135     ,0.130     ,0.293     ,0.803  ,1.785  ,0       ,4                 ,11        ,4             ,0           ,0         ,4          ,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0                     ,000000                     ,                 ,                 ,                 ,
000000009,01932-0007,2.4390114528,102.6913518521,30.9541664124,0,0,104.5300824919,29.847 ,-2.094   ,8.022     ,-0.073    ,2021-08-05,02:28:37.600039,1628130517      ,600039               ,0000           ,5A4F           ,1         ,1             ,3.336                ,GPS-3.0       ,5           ,0.135     ,0.130     ,0.293     ,0.803  ,1.785  ,0       ,4                 ,11        ,4             ,0           ,0         ,4          ,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0                     ,000000                     ,                 ,                 ,                 ,
000000010,01932-0007,2.4390037264,102.6913810989,30.9627094269,0,0,104.6962063529,30.489 ,-2.109   ,8.203     ,-0.106    ,2021-08-05,02:28:38.000010,1628130518      ,000010               ,0000           ,5A4F           ,1         ,1             ,3.361                ,GPS-3.0       ,5           ,0.135     ,0.131     ,0.294     ,0.803  ,1.785  ,0       ,4                 ,11        ,4             ,0           ,0         ,4          ,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0                     ,000000                     ,                 ,                 ,                 ,
000000011,01932-0007,2.4389955743,102.6914103546,31.0089340210,0,0,105.4367218023,30.016 ,-2.414   ,7.981     ,-0.064    ,2021-08-05,02:28:38.400091,1628130518      ,400091               ,0000           ,5A4F           ,1         ,1             ,3.374                ,GPS-3.0       ,5           ,0.135     ,0.131     ,0.295     ,0.803  ,1.785  ,0       ,4                 ,11        ,4             ,0           ,0         ,4          ,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0                     ,000000                     ,                 ,                 ,                 ,
000000012,01932-0007,2.4389869747,102.6914398800,31.0882663727,0,0,106.2283134064,30.907 ,-2.446   ,8.230     ,-0.152    ,2021-08-05,02:28:38.800003,1628130518      ,800003               ,0000           ,5A6F           ,1         ,1             ,3.417                ,GPS-3.0       ,5           ,0.136     ,0.132     ,0.296     ,1.761  ,2.943  ,0       ,6                 ,11        ,4             ,0           ,0         ,4          ,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0                     ,000000                     ,                 ,                 ,                 ,
000000013,01932-0007,2.4389782019,102.6914691890,31.1515178680,0,0,106.4707782917,30.621 ,-2.467   ,8.140     ,-0.209    ,2021-08-05,02:28:39.200002,1628130519      ,200002               ,0000           ,5A4F           ,1         ,1             ,3.399                ,GPS-3.0       ,5           ,0.136     ,0.132     ,0.297     ,0.803  ,1.785  ,0       ,4                 ,11        ,4             ,0           ,0         ,4          ,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0                     ,000000                     ,                 ,                 ,                 ,
000000014,01932-0007,2.4389697253,102.6914979568,31.2362461090,0,0,105.9236459883,29.838 ,-2.433   ,7.923     ,-0.212    ,2021-08-05,02:28:39.600248,1628130519      ,600248               ,0000           ,5A4F           ,1         ,1             ,3.332                ,GPS-3.0       ,5           ,0.137     ,0.133     ,0.298     ,0.803  ,1.785  ,0       ,4                 ,11        ,4             ,0           ,0         ,4          ,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0                     ,000000                     ,                 ,                 ,                 ,
000000015,01932-0007,2.4389613317,102.6915265092,31.3270664215,0,0,105.4595961059,29.818 ,-2.156   ,7.997     ,-0.125    ,2021-08-05,02:28:40.000011,1628130520      ,000011               ,0000           ,5A4F           ,1         ,1             ,3.306                ,GPS-3.0       ,5           ,0.137     ,0.133     ,0.299     ,0.803  ,1.785  ,0       ,4                 ,11        ,4             ,0           ,0         ,4          ,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0                     ,000000                     ,                 ,                 ,                 ,
000000016,01932-0007,2.4389533920,102.6915550225,31.3834972382,0,0,105.4581549359,29.719 ,-2.215   ,7.952     ,-0.129    ,2021-08-05,02:28:40.400019,1628130520      ,400019               ,0000           ,5A4F           ,1         ,1             ,3.288                ,GPS-3.0       ,5           ,0.138     ,0.133     ,0.299     ,0.803  ,1.785  ,0       ,4                 ,11        ,4             ,0           ,0         ,4          ,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0                     ,000000                     ,                 ,                 ,                 ,
000000017,01932-0007,2.4389450487,102.6915839315,31.4399356842,0,0,105.7169234828,30.539 ,-2.304   ,8.164     ,-0.116    ,2021-08-05,02:28:40.800003,1628130520      ,800003               ,0000           ,5A4F           ,1         ,1             ,3.343                ,GPS-3.0       ,5           ,0.139     ,0.134     ,0.300     ,0.900  ,1.853  ,0       ,4                 ,11        ,4             ,0           ,0         ,4          ,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0                     ,000000                     ,                 ,                 ,                 ,
000000018,01932-0007,2.4389367285,102.6916133224,31.4946441650,0,0,105.5642960756,30.677 ,-2.282   ,8.210     ,-0.122    ,2021-08-05,02:28:41.200003,1628130521      ,200003               ,0000           ,5A4F           ,1         ,1             ,3.394                ,GPS-3.0       ,5           ,0.139     ,0.134     ,0.301     ,0.803  ,1.785  ,0       ,4                 ,11        ,4             ,0           ,0         ,4          ,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0                     ,000000                     ,                 ,                 ,                 ,
000000019,01932-0007,2.4389285180,102.6916430228,31.5523109436,0,0,105.3005893020,30.553 ,-2.272   ,8.177     ,-0.155    ,2021-08-05,02:28:41.600176,1628130521      ,600176               ,0000           ,5A4F           ,1         ,1             ,3.424                ,GPS-3.0       ,5           ,0.139     ,0.135     ,0.302     ,0.803  ,1.785  ,0       ,4                 ,11        ,4             ,0           ,0         ,4          ,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0                     ,000000                     ,                 ,                 ,                 ,
