#0:imgID,1:camSN,2:lat,3:lon,4:height,5:roll,6:pitch,7:heading,8:speed,9:speed_n,10:speed_e,11:speed_d,12:date,13:time,14:unix_time_sec,15:unix_time_microsec,16:systemStatus,17:filterStatus,18:haveFix,19:extVelocity,20:distancetoprevious,21:releaseMode,22:device_id,23:lat_dev,24:lon_dev,25:hei_dev,26:hdop,27:vdop,28:fs_10,29:gnss_fix_status,30:gps_sat,31:glonass_sat,32:beidu_sat,33:gal_sat,34:sbas_sat,35:custLog0,36:custLog1,37:custLog2,38:custLog3,39:custLog4,40:custLog5,41:custLog6,42:custLog7,43:custLog8,44:custLog9,45:unix_time_sec_fixed,46:unix_time_microsec_fixed,47:pnvgbss_field3,48:pnvgbss_field4,49:pnvgbss_field5,50:pnvgbss_field6,51:pnvgbss_field7
003491-20211003-111655-000000001,220003491       ,2.4015589793,102.8393717949,21.2545890808,0.00000000,0.00000000,293.1529759318,12.837,1.561,-3.206,0.062,2021-10-03,03:16:54.550037,1633231014,550037,0000,5A4F,1,1,0.000,GPS-3.0,5,0.143,0.102,0.255,0.798,1.597,0,4,10,4,0,0,4,,,,,,,,,,,0,000000,,,,,
003491-20211003-111655-000000002,220003491       ,2.4015716939,102.8393475566,21.2948818207,0.00000000,0.00000000,297.5242970006,14.979,2.373,-3.418,0.060,2021-10-03,03:16:55.349995,1633231015,349995,0000,5A4F,1,1,3.041,GPS-3.0,5,0.143,0.102,0.255,0.839,1.639,0,4,10,4,0,0,4,,,,,,,,,,,0,000000,,,,,
003491-20211003-111655-000000003,220003491       ,2.4015862951,102.8393229742,21.3021812439,0.00000000,0.00000000,300.1218725834,15.651,2.108,-3.802,0.036,2021-10-03,03:16:56.100006,1633231016,100006,0000,5A4F,1,1,3.177,GPS-3.0,5,0.141,0.102,0.254,0.798,1.596,0,4,10,4,0,0,4,,,,,,,,,,,0,000000,,,,,
003491-20211003-111655-000000004,220003491       ,2.4016004322,102.8392994558,21.2434406281,0.00000000,0.00000000,300.9462490955,17.718,2.486,-4.248,0.082,2021-10-03,03:16:56.750001,1633231016,750001,0000,5A4F,1,1,3.049,GPS-3.0,5,0.141,0.103,0.255,0.910,1.961,0,4,10,4,0,0,4,,,,,,,,,,,0,000000,,,,,
003491-20211003-111655-000000005,220003491       ,2.4016147076,102.8392757475,21.2019519806,0.00000000,0.00000000,300.6655009999,19.253,2.793,-4.561,0.123,2021-10-03,03:16:57.349996,1633231017,349996,0000,5A4F,1,1,3.075,GPS-3.0,5,0.142,0.103,0.256,0.886,1.796,0,4,10,4,0,0,4,,,,,,,,,,,0,000000,,,,,
003491-20211003-111655-000000006,220003491       ,2.4016279108,102.8392518434,21.1132774353,0.00000000,0.00000000,298.7815435815,20.641,3.308,-4.683,0.255,2021-10-03,03:16:57.900000,1633231017,900000,0000,5A4F,1,1,3.034,GPS-3.0,5,0.143,0.104,0.257,0.839,1.639,0,4,10,4,0,0,4,,,,,,,,,,,0,000000,,,,,
003491-20211003-111655-000000007,220003491       ,2.4016407775,102.8392270866,20.9150943756,0.00000000,0.00000000,296.2138569064,20.183,2.400,-5.067,0.307,2021-10-03,03:16:58.450037,1633231018,450037,0000,5A4F,1,1,3.100,GPS-3.0,5,0.143,0.105,0.257,0.746,1.416,0,4,10,4,0,0,4,,,,,,,,,,,0,000000,,,,,
003491-20211003-111655-000000008,220003491       ,2.4016528153,102.8392014914,20.7230815887,0.00000000,0.00000000,293.9801118402,21.255,1.829,-5.614,0.296,2021-10-03,03:16:59.000244,1633231019,000244,0000,5A4F,1,1,3.143,GPS-3.0,5,0.145,0.108,0.260,0.746,1.415,0,4,10,4,0,0,4,,,,,,,,,,,0,000000,,,,,
003491-20211003-111655-000000009,220003491       ,2.4016635607,102.8391747111,20.4975166321,0.00000000,0.00000000,293.1323487605,20.871,1.980,-5.449,0.376,2021-10-03,03:16:59.550156,1633231019,550156,0000,5A4F,1,1,3.206,GPS-3.0,5,0.147,0.109,0.262,0.746,1.415,0,4,10,4,0,0,4,,,,,,,,,,,0,000000,,,,,
003491-20211003-111655-000000010,220003491       ,2.4016737351,102.8391491690,20.3597297668,0.00000000,0.00000000,293.1089075512,21.479,2.222,-5.537,0.382,2021-10-03,03:17:00.049996,1633231020,049996,0000,5A4F,1,1,3.055,GPS-3.0,5,0.147,0.111,0.263,0.746,1.415,0,4,10,4,0,0,4,,,,,,,,,,,0,000000,,,,,
