#0:imgID,1:camSN,2:lat,3:lon,4:height,5:roll,6:pitch,7:heading,8:speed,9:speed_n,10:speed_e,11:speed_d,12:date,13:time,14:unix_time_sec,15:unix_time_microsec,16:systemStatus,17:filterStatus,18:haveFix,19:extVelocity,20:distancetoprevious,21:releaseMode,22:device_id,23:lat_dev,24:lon_dev,25:hei_dev,26:hdop,27:vdop,28:fs_10,29:gnss_fix_status,30:gps_sat,31:glonass_sat,32:beidu_sat,33:gal_sat,34:sbas_sat,35:custLog0,36:custLog1,37:custLog2,38:custLog3,39:custLog4,40:custLog5,41:custLog6,42:custLog7,43:custLog8,44:custLog9,45:unix_time_sec_fixed,46:unix_time_microsec_fixed,47:pnvgbss_field3,48:pnvgbss_field4,49:pnvgbss_field5,50:pnvgbss_field6,51:pnvgbss_field7
003491-20211003-112724-000000001,220003491       ,2.4007048321,102.8333091554,19.8746738434,0.00000000,0.00000000,39.9567022672,23.693,5.189,4.048,-0.058,2021-10-03,03:27:24.200018,1633231644,200018,0000,5A4F,1,1,0.000,GPS-3.0,5,0.143,0.128,0.303,0.733,1.355,0,4,9,4,0,0,4,,,,,,,,,,,0,000000,,,,,
003491-20211003-112724-000000002,220003491       ,2.4007259977,102.8333269379,19.9316444397,0.00000000,0.00000000,40.3179202366,24.376,5.140,4.408,-0.013,2021-10-03,03:27:24.650180,1633231644,650180,0000,5A4F,1,1,3.073,GPS-3.0,5,0.143,0.128,0.303,0.793,1.516,0,4,9,4,0,0,4,,,,,,,,,,,0,000000,,,,,
003491-20211003-112724-000000003,220003491       ,2.4007474261,102.8333453337,20.0202159882,0.00000000,0.00000000,40.5929617092,24.946,5.354,4.399,-0.067,2021-10-03,03:27:25.100032,1633231645,100032,0000,5A4F,1,1,3.139,GPS-3.0,5,0.143,0.128,0.303,0.733,1.355,0,4,9,4,0,0,4,,,,,,,,,,,0,000000,,,,,
003491-20211003-112724-000000004,220003491       ,2.4007691477,102.8333638592,20.1113777161,0.00000000,0.00000000,40.7801635339,25.283,5.463,4.414,-0.104,2021-10-03,03:27:25.549995,1633231645,549995,0000,5A4F,1,1,3.173,GPS-3.0,5,0.143,0.127,0.302,0.733,1.355,0,4,10,4,0,0,4,,,,,,,,,,,0,000000,,,,,
003491-20211003-112724-000000005,220003491       ,2.4007911921,102.8333826240,20.1749706268,0.00000000,0.00000000,40.7908937611,25.717,5.433,4.638,-0.064,2021-10-03,03:27:26.000009,1633231646,000009,0000,5A4F,1,1,3.218,GPS-3.0,5,0.144,0.127,0.302,0.733,1.355,0,4,10,4,0,0,4,,,,,,,,,,,0,000000,,,,,
003491-20211003-112724-000000006,220003491       ,2.4008134213,102.8334015125,20.2928714752,0.00000000,0.00000000,40.7448856069,25.831,5.572,4.520,-0.043,2021-10-03,03:27:26.449995,1633231646,449995,0000,5A4F,1,1,3.242,GPS-3.0,5,0.144,0.127,0.302,0.733,1.355,0,4,10,4,0,0,4,,,,,,,,,,,0,000000,,,,,
003491-20211003-112724-000000007,220003491       ,2.4008363345,102.8334204825,20.3329181671,0.00000000,0.00000000,40.5826549537,26.383,5.616,4.708,-0.013,2021-10-03,03:27:26.899999,1633231646,899999,0000,5A4F,1,1,3.307,GPS-3.0,5,0.144,0.127,0.302,0.733,1.354,0,4,10,4,0,0,4,,,,,,,,,,,0,000000,,,,,
003491-20211003-112724-000000008,220003491       ,2.4008588551,102.8334394948,20.3532180786,0.00000000,0.00000000,40.4495550574,26.045,5.594,4.588,-0.026,2021-10-03,03:27:27.350245,1633231647,350245,0000,5A4F,1,1,3.276,GPS-3.0,5,0.144,0.127,0.302,0.793,1.516,0,4,10,4,0,0,4,,,,,,,,,,,0,000000,,,,,
003491-20211003-112724-000000009,220003491       ,2.4008817316,102.8334580949,20.3045539856,0.00000000,0.00000000,40.1959842844,26.692,5.477,4.998,0.071,2021-10-03,03:27:27.800102,1633231647,800102,0000,5A4F,1,1,3.277,GPS-3.0,5,0.144,0.128,0.303,0.785,1.416,0,4,10,4,0,0,4,,,,,,,,,,,0,000000,,,,,
003491-20211003-112724-000000010,220003491       ,2.4009045941,102.8334767835,20.2477436066,0.00000000,0.00000000,40.0195024415,26.208,5.533,4.731,0.272,2021-10-03,03:27:28.249996,1633231648,249996,0000,5A4F,1,1,3.282,GPS-3.0,5,0.145,0.129,0.303,0.785,1.416,0,4,10,3,0,0,4,,,,,,,,,,,0,000000,,,,,
