#0:imgID,1:camSN,2:lat,3:lon,4:height,5:roll,6:pitch,7:heading,8:speed,9:speed_n,10:speed_e,11:speed_d,12:date,13:time,14:unix_time_sec,15:unix_time_microsec,16:systemStatus,17:filterStatus,18:haveFix,19:extVelocity,20:distancetoprevious,21:releaseMode,22:device_id,23:lat_dev,24:lon_dev,25:hei_dev,26:hdop,27:vdop,28:fs_10,29:gnss_fix_status,30:gps_sat,31:glonass_sat,32:beidu_sat,33:gal_sat,34:sbas_sat,35:custLog0,36:custLog1,37:custLog2,38:custLog3,39:custLog4,40:custLog5,41:custLog6,42:custLog7,43:custLog8,44:custLog9,45:unix_time_sec_fixed,46:unix_time_microsec_fixed,47:pnvgbss_field3,48:pnvgbss_field4,49:pnvgbss_field5,50:pnvgbss_field6,51:pnvgbss_field7
003491-20211003-122420-000000001,220003491       ,2.4472753790,102.8307523451,7.1869926453,0.00000000,0.00000000,157.1827062374,27.114,-6.990,2.806,0.255,2021-10-03,04:24:19.900127,1633235059,900127,0000,5A2F,1,1,0.000,GPS-3.0,5,0.264,0.299,0.583,1.248,1.559,0,2,11,4,0,0,3,,,,,,,,,,,0,000000,,,,,
003491-20211003-122420-000000002,220003491       ,2.4472500363,102.8307627693,7.0139932632,0.00000000,0.00000000,156.8022920214,27.079,-6.901,2.993,0.276,2021-10-03,04:24:20.299999,1633235060,299999,0000,5A2F,1,1,3.047,GPS-3.0,5,0.264,0.299,0.583,1.164,1.468,0,2,11,4,0,0,2,,,,,,,,,,,0,000000,,,,,
003491-20211003-122420-000000003,220003491       ,2.4472250916,102.8307738292,6.8483080864,0.00000000,0.00000000,156.8549664403,27.015,-6.783,3.209,0.272,2021-10-03,04:24:20.699999,1633235060,699999,0000,5A2F,1,1,3.034,GPS-3.0,5,0.264,0.300,0.584,2.024,3.948,0,2,11,4,0,0,2,,,,,,,,,,,0,000000,,,,,
003491-20211003-122420-000000004,220003491       ,2.4472002914,102.8307848335,6.7290501595,0.00000000,0.00000000,156.8159523997,27.071,-6.849,3.103,0.305,2021-10-03,04:24:21.100074,1633235061,100074,0000,5A2F,1,1,3.016,GPS-3.0,5,0.265,0.300,0.585,1.944,2.735,0,2,11,4,0,0,2,,,,,,,,,,,0,000000,,,,,
003491-20211003-122420-000000005,220003491       ,2.4471755673,102.8307956888,6.5723404884,0.00000000,0.00000000,156.3878907841,26.858,-6.839,2.980,0.322,2021-10-03,04:24:21.500000,1633235061,500000,0000,5A2F,1,1,3.002,GPS-3.0,5,0.266,0.301,0.586,1.656,1.952,0,2,11,4,0,0,2,,,,,,,,,,,0,000000,,,,,
003491-20211003-122420-000000006,220003491       ,2.4471500102,102.8308056422,6.3206706047,0.00000000,0.00000000,156.8728205548,26.534,-6.837,2.752,0.395,2021-10-03,04:24:21.900000,1633235061,900000,0000,5A2F,1,1,3.049,GPS-3.0,5,0.266,0.301,0.586,1.398,1.640,0,2,11,4,0,0,2,,,,,,,,,,,0,000000,,,,,
003491-20211003-122420-000000007,220003491       ,2.4471227803,102.8308173786,6.3176035881,0.00000000,0.00000000,157.3758503267,26.040,-6.686,2.761,0.298,2021-10-03,04:24:22.349996,1633235062,349996,0000,5A2F,1,1,3.297,GPS-3.0,5,0.266,0.301,0.587,1.164,1.468,0,2,11,4,0,0,2,,,,,,,,,,,0,000000,,,,,
003491-20211003-122420-000000008,220003491       ,2.4470964396,102.8308285724,6.2661991119,0.00000000,0.00000000,157.4512419548,25.084,-6.496,2.520,0.246,2021-10-03,04:24:22.800003,1633235062,800003,0000,5A2F,1,1,3.182,GPS-3.0,5,0.266,0.301,0.587,0.959,1.461,0,2,11,4,0,0,2,,,,,,,,,,,0,000000,,,,,
003491-20211003-122420-000000009,220003491       ,2.4470712488,102.8308392259,6.2366456985,0.00000000,0.00000000,157.1342118943,23.708,-6.144,2.370,0.225,2021-10-03,04:24:23.250217,1633235063,250217,0000,5A2F,1,1,3.041,GPS-3.0,5,0.266,0.301,0.587,0.835,1.375,0,2,11,4,0,0,2,,,,,,,,,,,0,000000,,,,,
003491-20211003-122420-000000010,220003491       ,2.4470455882,102.8308507368,6.1109066010,0.00000000,0.00000000,155.8280611589,21.219,-5.328,2.521,0.321,2021-10-03,04:24:23.749996,1633235063,749996,0000,5A2F,1,1,3.127,GPS-3.0,5,0.266,0.302,0.588,0.817,1.334,0,2,11,4,0,0,2,,,,,,,,,,,0,000000,,,,,
003491-20211003-122420-000000011,220003491       ,2.4470203372,102.8308608415,6.1595139503,0.00000000,0.00000000,154.0898326567,18.326,-4.612,2.155,0.210,2021-10-03,04:24:24.300000,1633235064,300000,0000,5A2F,1,1,3.024,GPS-3.0,5,0.266,0.302,0.588,0.817,1.334,0,2,11,4,0,0,2,,,,,,,,,,,0,000000,,,,,
003491-20211003-122420-000000012,220003491       ,2.4469956187,102.8308732236,5.9944667816,0.00000000,0.00000000,152.2487961470,13.425,-3.380,1.575,0.196,2021-10-03,04:24:25.000079,1633235065,000079,0000,5A2F,1,1,3.074,GPS-3.0,5,0.266,0.302,0.588,0.817,1.334,0,2,11,4,0,0,2,,,,,,,,,,,0,000000,,,,,
003491-20211003-122420-000000013,220003491       ,2.4469695960,102.8308816467,5.9881486893,0.00000000,0.00000000,158.7637447661,6.435,-1.751,0.358,0.117,2021-10-03,04:24:26.300079,1633235066,300079,0000,5A2F,1,1,3.041,GPS-3.0,5,0.265,0.302,0.589,0.817,1.334,0,2,11,4,0,0,2,,,,,,,,,,,0,000000,,,,,
003491-20211003-122420-000000014,220003491       ,2.4469421707,102.8308854479,6.3483562469,0.00000000,0.00000000,176.1794157533,7.509,-2.057,-0.344,0.124,2021-10-03,04:24:27.949996,1633235067,949996,0000,5A2F,1,1,3.079,GPS-3.0,5,0.265,0.301,0.589,0.858,1.349,0,2,11,4,0,0,2,,,,,,,,,,,0,000000,,,,,
003491-20211003-122420-000000015,220003491       ,2.4469141000,102.8308858851,6.6190185547,0.00000000,0.00000000,180.2724066134,10.820,-3.005,-0.057,-0.069,2021-10-03,04:24:29.249995,1633235069,249995,0000,5A2F,1,1,3.122,GPS-3.0,5,0.264,0.301,0.589,0.748,1.291,0,2,11,4,0,0,3,,,,,,,,,,,0,000000,,,,,
003491-20211003-122420-000000016,220003491       ,2.4468870046,102.8308865998,6.6577768326,0.00000000,0.00000000,178.6311121559,16.161,-4.486,-0.171,-0.115,2021-10-03,04:24:30.049995,1633235070,049995,0000,5A2F,1,1,3.014,GPS-3.0,5,0.263,0.300,0.589,0.835,1.374,0,2,11,4,0,0,3,,,,,,,,,,,0,000000,,,,,
