8:speed,9:speed_n,10:speed_e,11:speed_d,14:unix_time_sec,15:unix_time_microsec,16:systemStatus,17:filterStatus,18:haveFix,19:extVelocity,20:distancetoprevious,21:releaseMode,22:device_id,23:lat_dev,24:lon_dev,25:hei_dev,26:hdop,27:vdop,28:fs_10,29:gnss_fix_status,30:gps_sat,31:glonass_sat,32:beidu_sat,33:gal_sat,34:sbas_sat,35:custLog0,36:custLog1,37:custLog2,38:custLog3,39:custLog4,40:custLog5,41:custLog6,42:custLog7,43:custLog8,44:custLog9,45:unix_time_sec_fixed,46:unix_time_microsec_fixed,47:pnvgbss_field3,48:pnvgbss_field4,49:pnvgbss_field5,50:pnvgbss_field6,51:pnvgbss_field7
4.438,-0.032,1.232,-0.155,1628129825,750123,0,5A6F           ,1,1,0.0,GPS-3.0       ,5,0.086,0.101,0.218,1.416,2.112,0,6,10,5,0,0,4,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0,0,                 ,                 ,                 ,,
6.962,0.046,1.933,-0.25,1628129827,699999,0,5A4F           ,1,1,3.078,GPS-3.0       ,5,0.09,0.105,0.223,0.795,1.747,0,4,10,5,0,0,4,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0,0,                 ,                 ,                 ,,
7.764,0.203,2.147,-0.212,1628129829,200001,0,5A4F           ,1,1,3.092,GPS-3.0       ,5,0.093,0.107,0.227,0.88,2.072,0,4,10,5,0,0,4,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0,0,                 ,                 ,                 ,,
8.218,0.607,2.2,-0.159,1628129830,549995,0,5A4F           ,1,1,3.066,GPS-3.0       ,5,0.096,0.109,0.231,0.88,2.072,0,4,10,5,0,0,4,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0,0,                 ,                 ,                 ,,
9.911,1.481,2.321,-0.239,1628129831,700261,0,5A4F           ,1,1,3.06,GPS-3.0       ,5,0.097,0.109,0.233,0.795,1.748,0,4,9,5,0,0,4,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0,0,                 ,                 ,                 ,,
10.393,1.921,2.155,-0.244,1628129832,749995,0,5A4F           ,1,1,3.007,GPS-3.0       ,5,0.098,0.11,0.235,0.795,1.748,0,4,10,5,0,0,4,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0,0,                 ,                 ,                 ,,
11.279,2.372,2.047,-0.262,1628129833,800259,0,5A4F           ,1,1,3.113,GPS-3.0       ,5,0.099,0.112,0.239,0.88,2.072,0,4,10,5,0,0,4,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0,0,                 ,                 ,                 ,,
10.28,2.266,1.737,-0.339,1628129834,849995,0,5A4F           ,1,1,3.056,GPS-3.0       ,5,0.1,0.114,0.242,0.795,1.748,0,4,10,5,0,0,4,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0,0,                 ,                 ,                 ,,
10.507,2.351,1.73,-0.315,1628129835,900253,0,5A4F           ,1,1,3.081,GPS-3.0       ,5,0.101,0.116,0.246,0.828,1.772,0,4,10,5,0,0,4,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0,0,                 ,                 ,                 ,,
10.376,2.337,1.687,-0.274,1628129836,949994,0,5A4F           ,1,1,3.017,GPS-3.0       ,5,0.104,0.12,0.251,0.929,2.192,0,4,10,5,0,0,4,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0,0,                 ,                 ,                 ,,
9.128,2.08,1.45,-0.152,1628129838,49995,0,5A4F           ,1,1,3.049,GPS-3.0       ,5,0.107,0.123,0.256,0.795,1.748,0,4,10,5,0,0,4,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0,0,                 ,                 ,                 ,,
9.38,2.204,1.39,-0.212,1628129839,249996,0,5A4F           ,1,1,3.141,GPS-3.0       ,5,0.11,0.125,0.26,0.795,1.748,0,4,10,5,0,0,2,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0,0,                 ,                 ,                 ,,
8.624,1.988,1.336,-0.33,1628129840,450100,0,5A4F           ,1,1,3.039,GPS-3.0       ,5,0.113,0.128,0.264,0.795,1.748,0,4,10,5,0,0,2,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0,0,                 ,                 ,                 ,,
8.271,1.973,1.177,-0.379,1628129841,800002,0,5A4F           ,1,1,3.064,GPS-3.0       ,5,0.116,0.131,0.269,0.795,1.748,0,4,10,5,0,0,2,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0,0,                 ,                 ,                 ,,
8.825,1.94,1.499,-0.267,1628129843,149997,0,5A4F           ,1,1,3.039,GPS-3.0       ,5,0.12,0.135,0.274,0.871,1.87,0,4,10,5,0,0,2,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0,0,                 ,                 ,                 ,,
9.502,2.149,1.532,-0.468,1628129844,400002,0,5A4F           ,1,1,3.1,GPS-3.0       ,5,0.124,0.137,0.278,0.795,1.749,0,4,10,5,0,0,3,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0,0,                 ,                 ,                 ,,
11.71,2.61,1.942,-0.49,1628129845,500000,0,5A4F           ,1,1,3.1,GPS-3.0       ,5,0.13,0.143,0.285,0.795,1.749,0,4,10,5,0,0,3,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0,0,                 ,                 ,                 ,,
13.94,3.144,2.261,-0.663,1628129846,349996,0,5A4F           ,1,1,3.044,GPS-3.0       ,5,0.132,0.145,0.289,0.871,1.871,0,4,9,5,0,0,1,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0,0,                 ,                 ,                 ,,
14.951,3.498,2.238,-0.751,1628129847,100000,0,5A4F           ,1,1,3.046,GPS-3.0       ,5,0.133,0.146,0.291,0.871,1.871,0,4,9,5,0,0,1,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0,0,                 ,                 ,                 ,,
15.199,3.534,2.309,-0.667,1628129847,800002,0,5A4F           ,1,1,3.031,GPS-3.0       ,5,0.134,0.147,0.293,0.871,1.871,0,4,9,5,0,0,1,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0,0,                 ,                 ,                 ,,
14.822,3.468,2.218,-0.609,1628129848,549996,0,5A4F           ,1,1,3.097,GPS-3.0       ,5,0.136,0.148,0.295,0.871,1.872,0,4,9,5,0,0,2,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0,0,                 ,                 ,                 ,,
15.509,3.625,2.328,-0.741,1628129849,300013,0,5A4F           ,1,1,3.195,GPS-3.0       ,5,0.138,0.15,0.297,0.871,1.872,0,4,9,5,0,0,2,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0,0,                 ,                 ,                 ,,
15.356,3.556,2.356,-0.617,1628129850,50224,0,5A4F           ,1,1,3.196,GPS-3.0       ,5,0.139,0.151,0.299,0.871,1.872,0,4,9,5,0,0,2,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0,0,                 ,                 ,                 ,,
15.5,3.525,2.472,-0.564,1628129850,800002,0,5A4F           ,1,1,3.177,GPS-3.0       ,5,0.14,0.152,0.301,0.988,2.238,0,4,9,4,0,0,3,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0,0,                 ,                 ,                 ,,
15.554,3.593,2.4,-0.559,1628129851,500106,0,5A4F           ,1,1,3.033,GPS-3.0       ,5,0.142,0.154,0.304,0.871,1.872,0,4,9,5,0,0,3,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0,0,                 ,                 ,                 ,,
15.784,3.646,2.436,-0.593,1628129852,200003,0,5A4F           ,1,1,3.024,GPS-3.0       ,5,0.142,0.154,0.305,0.871,1.872,0,4,9,5,0,0,2,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0,0,                 ,                 ,                 ,,
15.91,3.662,2.473,-0.613,1628129852,900000,0,5A4F           ,1,1,3.06,GPS-3.0       ,5,0.142,0.155,0.307,0.795,1.749,0,4,9,5,0,0,2,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0,0,                 ,                 ,                 ,,
16.269,3.733,2.548,-0.634,1628129853,600106,0,5A4F           ,1,1,3.135,GPS-3.0       ,5,0.141,0.155,0.308,1.308,3.71,0,4,10,5,0,0,2,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0,0,                 ,                 ,                 ,,
16.499,3.78,2.592,-0.664,1628129854,300000,0,5A4F           ,1,1,3.175,GPS-3.0       ,5,0.14,0.156,0.309,0.863,1.758,0,4,10,5,0,0,2,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0,0,                 ,                 ,                 ,,
16.738,3.842,2.618,-0.762,1628129854,949996,0,5A4F           ,1,1,3.005,GPS-3.0       ,5,0.139,0.157,0.311,0.879,2.072,0,4,10,5,0,0,2,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0,0,                 ,                 ,                 ,,
16.903,3.838,2.704,-0.713,1628129855,600003,0,5A4F           ,1,1,3.075,GPS-3.0       ,5,0.138,0.158,0.312,0.795,1.749,0,4,10,5,0,0,3,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0,0,                 ,                 ,                 ,,
17.507,4.018,2.739,-0.705,1628129856,250122,0,5A4F           ,1,1,3.131,GPS-3.0       ,5,0.136,0.158,0.314,0.795,1.749,0,4,10,5,0,0,4,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0,0,                 ,                 ,                 ,,
17.565,4.035,2.743,-0.629,1628129856,900241,0,5A4F           ,1,1,3.183,GPS-3.0       ,5,0.135,0.159,0.315,0.879,2.072,0,4,10,5,0,0,4,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0,0,                 ,                 ,                 ,,
18.2,4.256,2.729,-0.655,1628129857,549996,0,5A4F           ,1,1,3.253,GPS-3.0       ,5,0.134,0.159,0.316,0.795,1.749,0,4,10,5,0,0,4,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0,0,                 ,                 ,                 ,,
18.421,4.255,2.842,-0.646,1628129858,149996,0,5A4F           ,1,1,3.054,GPS-3.0       ,5,0.134,0.159,0.317,0.795,1.749,0,4,10,5,0,0,4,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0,0,                 ,                 ,                 ,,
18.485,4.247,2.886,-0.645,1628129858,749995,0,5A4F           ,1,1,3.121,GPS-3.0       ,5,0.134,0.159,0.317,0.795,1.75,0,4,10,5,0,0,4,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0,0,                 ,                 ,                 ,,
18.676,4.204,3.04,-0.702,1628129859,350072,0,5A4F           ,1,1,3.154,GPS-3.0       ,5,0.134,0.159,0.318,0.795,1.75,0,4,10,5,0,0,2,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0,0,                 ,                 ,                 ,,
18.17,4.119,2.916,-0.638,1628129859,949996,0,5A4F           ,1,1,3.092,GPS-3.0       ,5,0.134,0.158,0.319,0.879,2.072,0,4,10,5,0,0,2,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0,0,                 ,                 ,                 ,,
17.841,4.101,2.782,-0.659,1628129860,550240,0,5A4F           ,1,1,3.055,GPS-3.0       ,5,0.135,0.158,0.32,0.846,1.834,0,4,10,5,0,0,2,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0,0,                 ,                 ,                 ,,
17.657,4.032,2.792,-0.691,1628129861,200018,0,5A4F           ,1,1,3.225,GPS-3.0       ,5,0.136,0.158,0.322,0.879,2.072,0,4,10,5,0,0,2,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0,0,                 ,                 ,                 ,,
17.441,3.996,2.739,-0.657,1628129861,849996,0,5A4F           ,1,1,3.178,GPS-3.0       ,5,0.137,0.158,0.322,0.879,2.072,0,4,10,5,0,0,2,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0,0,                 ,                 ,                 ,,
17.905,4.104,2.81,-0.679,1628129862,500000,0,5A4F           ,1,1,3.19,GPS-3.0       ,5,0.137,0.159,0.323,0.795,1.75,0,4,10,5,0,0,2,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0,0,                 ,                 ,                 ,,
18.229,4.207,2.818,-0.686,1628129863,149996,0,5A4F           ,1,1,3.244,GPS-3.0       ,5,0.138,0.159,0.324,0.795,1.75,0,4,10,5,0,0,2,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0,0,                 ,                 ,                 ,,
18.365,4.284,2.77,-0.717,1628129863,750256,0,5A4F           ,1,1,3.053,GPS-3.0       ,5,0.137,0.158,0.324,0.795,1.75,0,4,10,5,0,0,4,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0,0,                 ,                 ,                 ,,
18.82,4.283,2.998,-0.725,1628129864,349996,0,5A4F           ,1,1,3.103,GPS-3.0       ,5,0.137,0.157,0.324,0.879,2.072,0,4,10,5,0,0,4,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0,0,                 ,                 ,                 ,,
19.319,4.427,3.033,-0.732,1628129864,949996,0,5A4F           ,1,1,3.16,GPS-3.0       ,5,0.137,0.155,0.323,0.795,1.75,0,4,10,5,0,0,4,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0,0,                 ,                 ,                 ,,
20.205,4.66,3.128,-0.768,1628129865,499999,0,5A4F           ,1,1,3.066,GPS-3.0       ,5,0.135,0.154,0.322,0.795,1.75,0,4,10,5,0,0,4,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0,0,                 ,                 ,                 ,,
21.18,4.847,3.335,-0.778,1628129866,49996,0,5A4F           ,1,1,3.189,GPS-3.0       ,5,0.136,0.155,0.323,0.795,1.75,0,4,10,5,0,0,4,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0,0,                 ,                 ,                 ,,
21.65,4.979,3.373,-0.779,1628129866,549996,0,5A4F           ,1,1,3.068,GPS-3.0       ,5,0.131,0.15,0.318,0.795,1.75,0,4,10,5,0,0,4,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0,0,                 ,                 ,                 ,,
22.152,5.123,3.409,-0.799,1628129867,49995,0,5A4F           ,1,1,3.091,GPS-3.0       ,5,0.129,0.148,0.316,0.795,1.75,0,4,10,5,0,0,4,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0,0,                 ,                 ,                 ,,
21.978,5.102,3.352,-0.745,1628129867,549995,0,5A4F           ,1,1,3.116,GPS-3.0       ,5,0.129,0.146,0.315,0.795,1.75,0,4,10,5,0,0,4,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0,0,                 ,                 ,                 ,,
21.915,5.045,3.406,-0.768,1628129868,49995,0,5A4F           ,1,1,3.095,GPS-3.0       ,5,0.129,0.144,0.315,0.795,1.75,0,4,10,5,0,0,4,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0,0,                 ,                 ,                 ,,
21.713,4.974,3.411,-0.784,1628129868,549995,0,5A4F           ,1,1,3.055,GPS-3.0       ,5,0.129,0.144,0.315,0.795,1.75,0,4,10,5,0,0,4,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0,0,                 ,                 ,                 ,,
21.365,4.969,3.244,-0.777,1628129869,99999,0,5A4F           ,1,1,3.283,GPS-3.0       ,5,0.129,0.143,0.315,0.795,1.75,0,4,10,5,0,0,4,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0,0,                 ,                 ,                 ,,
20.64,4.621,3.393,-0.679,1628129869,649995,0,5A4F           ,1,1,3.214,GPS-3.0       ,5,0.128,0.143,0.315,0.795,1.75,0,4,10,5,0,0,4,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0,0,                 ,                 ,                 ,,
20.176,4.592,3.213,-0.707,1628129870,200001,0,5A4F           ,1,1,3.132,GPS-3.0       ,5,0.127,0.143,0.315,0.795,1.75,0,4,10,5,0,0,4,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0,0,                 ,                 ,                 ,,
19.095,4.259,3.161,-0.672,1628129870,749995,0,5A4F           ,1,1,3.04,GPS-3.0       ,5,0.127,0.143,0.316,0.795,1.75,0,4,10,5,0,0,4,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0,0,                 ,                 ,                 ,,
19.226,4.381,3.054,-0.678,1628129871,349995,0,5A4F           ,1,1,3.224,GPS-3.0       ,5,0.127,0.144,0.317,0.795,1.75,0,4,10,5,0,0,2,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0,0,                 ,                 ,                 ,,
17.706,4.05,2.791,-0.554,1628129871,950064,0,5A4F           ,1,1,3.099,GPS-3.0       ,5,0.128,0.145,0.319,0.879,2.072,0,4,10,5,0,0,2,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0,0,                 ,                 ,                 ,,
16.184,3.706,2.544,-0.661,1628129872,600187,0,5A4F           ,1,1,3.055,GPS-3.0       ,5,0.128,0.145,0.318,0.795,1.75,0,4,10,5,0,0,2,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0,0,                 ,                 ,                 ,,
16.934,4.156,2.204,-0.638,1628129873,250031,0,5A4F           ,1,1,3.159,GPS-3.0       ,5,0.127,0.144,0.318,0.795,1.75,0,4,10,5,0,0,2,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0,0,                 ,                 ,                 ,,
17.802,4.157,2.679,-0.68,1628129873,899998,0,5A4F           ,1,1,3.157,GPS-3.0       ,5,0.126,0.143,0.317,0.795,1.75,0,4,10,5,0,0,2,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0,0,                 ,                 ,                 ,,
18.755,4.433,2.736,-0.665,1628129874,499999,0,5A4F           ,1,1,3.062,GPS-3.0       ,5,0.126,0.141,0.316,0.795,1.751,0,4,10,5,0,0,2,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0,0,                 ,                 ,                 ,,
19.225,4.471,2.92,-0.697,1628129875,99999,0,5A4F           ,1,1,3.158,GPS-3.0       ,5,0.126,0.142,0.316,0.879,2.072,0,4,10,5,0,0,2,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0,0,                 ,                 ,                 ,,
19.947,4.638,3.031,-0.736,1628129875,649995,0,5A4F           ,1,1,3.009,GPS-3.0       ,5,0.127,0.142,0.317,0.879,2.072,0,4,10,5,0,0,4,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0,0,                 ,                 ,                 ,,
20.228,4.727,3.038,-0.745,1628129876,200001,0,5A4F           ,1,1,3.091,GPS-3.0       ,5,0.127,0.142,0.318,0.879,2.072,0,4,10,5,0,0,4,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0,0,                 ,                 ,                 ,,
20.348,4.715,3.116,-0.777,1628129876,749995,0,5A4F           ,1,1,3.126,GPS-3.0       ,5,0.128,0.143,0.318,0.879,2.072,0,4,10,5,0,0,4,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0,0,                 ,                 ,                 ,,
19.482,4.485,3.028,-0.735,1628129877,299999,0,5A4F           ,1,1,3.093,GPS-3.0       ,5,0.128,0.142,0.319,0.929,2.189,0,4,10,5,0,0,4,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0,0,                 ,                 ,                 ,,
18.6,4.212,2.992,-0.675,1628129877,900228,0,5A4F           ,1,1,3.164,GPS-3.0       ,5,0.127,0.141,0.318,0.929,2.189,0,4,10,5,0,0,4,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0,0,                 ,                 ,                 ,,
18.44,4.171,2.973,-0.635,1628129878,499999,0,5A4F           ,1,1,3.117,GPS-3.0       ,5,0.125,0.139,0.312,1.03,2.074,0,4,10,5,0,0,4,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0,0,                 ,                 ,                 ,,
18.428,4.042,3.142,-0.686,1628129879,99999,0,5A4F           ,1,1,3.078,GPS-3.0       ,5,0.125,0.137,0.31,1.03,2.074,0,4,10,5,0,0,4,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0,0,                 ,                 ,                 ,,
18.377,3.834,3.37,-0.741,1628129879,699999,0,5A4F           ,1,1,3.066,GPS-3.0       ,5,0.126,0.138,0.312,0.879,2.072,0,4,10,5,0,0,4,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0,0,                 ,                 ,                 ,,
17.395,3.501,3.33,-0.669,1628129880,300000,0,5A4F           ,1,1,3.015,GPS-3.0       ,5,0.127,0.139,0.313,0.879,2.072,0,4,10,5,0,0,4,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0,0,                 ,                 ,                 ,,
15.106,2.85,3.08,-0.593,1628129881,192,0,5A4F           ,1,1,3.203,GPS-3.0       ,5,0.128,0.14,0.314,0.879,2.072,0,4,10,5,0,0,4,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0,0,                 ,                 ,                 ,,
13.958,1.898,3.381,-0.569,1628129881,749996,0,5A4F           ,1,1,3.003,GPS-3.0       ,5,0.129,0.141,0.314,0.879,2.072,0,4,10,5,0,0,4,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0,0,                 ,                 ,                 ,,
12.008,1.06,3.163,-0.551,1628129882,650248,0,5A4F           ,1,1,3.168,GPS-3.0       ,5,0.13,0.142,0.315,0.795,1.751,0,4,10,5,0,0,4,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0,0,                 ,                 ,                 ,,
11.206,0.475,3.076,-0.473,1628129883,600002,0,5A4F           ,1,1,3.032,GPS-3.0       ,5,0.13,0.142,0.314,0.795,1.751,0,4,10,5,0,0,4,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0,0,                 ,                 ,                 ,,
11.421,-0.175,3.168,-0.485,1628129884,600002,0,5A4F           ,1,1,3.032,GPS-3.0       ,5,0.13,0.142,0.315,0.795,1.751,0,4,10,5,0,0,4,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0,0,                 ,                 ,                 ,,
13.793,-0.913,3.721,-0.631,1628129885,500000,0,5A4F           ,1,1,3.127,GPS-3.0       ,5,0.131,0.143,0.316,0.795,1.751,0,4,10,5,0,0,4,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0,0,                 ,                 ,                 ,,
15.384,-1.694,3.923,-0.752,1628129886,300228,0,5A4F           ,1,1,3.177,GPS-3.0       ,5,0.132,0.144,0.318,0.795,1.751,0,4,10,5,0,0,4,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0,0,                 ,                 ,                 ,,
17.39,-2.174,4.314,-0.84,1628129887,10,0,5A4F           ,1,1,3.229,GPS-3.0       ,5,0.132,0.145,0.32,0.795,1.751,0,4,10,5,0,0,4,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0,0,                 ,                 ,                 ,,
19.22,-2.842,4.52,-0.84,1628129887,600002,0,5A4F           ,1,1,3.115,GPS-3.0       ,5,0.133,0.146,0.321,0.846,1.835,0,4,10,5,0,0,4,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0,0,                 ,                 ,                 ,,
19.702,-3.508,4.201,-0.779,1628129888,200041,0,5A4F           ,1,1,3.27,GPS-3.0       ,5,0.133,0.146,0.321,0.846,1.835,0,4,10,5,0,0,4,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0,0,                 ,                 ,                 ,,
19.652,-3.642,4.067,-0.736,1628129888,750058,0,5A4F           ,1,1,3.01,GPS-3.0       ,5,0.133,0.145,0.32,1.004,2.105,0,4,10,5,0,0,4,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0,0,                 ,                 ,                 ,,
19.731,-3.745,4.002,-0.718,1628129889,300085,0,5A4F           ,1,1,3.024,GPS-3.0       ,5,0.133,0.144,0.316,0.795,1.752,0,4,10,5,0,0,4,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0,0,                 ,                 ,                 ,,
19.685,-3.51,4.193,-0.766,1628129889,850103,0,5A4F           ,1,1,3.045,GPS-3.0       ,5,0.133,0.143,0.312,0.795,1.751,0,4,10,5,0,0,4,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0,0,                 ,                 ,                 ,,
20.35,-3.626,4.336,-0.803,1628129890,400134,0,5A4F           ,1,1,3.057,GPS-3.0       ,5,0.133,0.143,0.311,0.846,1.836,0,4,10,5,0,0,3,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0,0,                 ,                 ,                 ,,
19.792,-3.403,4.318,-0.71,1628129890,950150,0,5A4F           ,1,1,3.075,GPS-3.0       ,5,0.134,0.143,0.312,0.795,1.752,0,4,10,5,0,0,3,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0,0,                 ,                 ,                 ,,
17.68,-3.101,3.808,-0.552,1628129891,549996,0,5A4F           ,1,1,3.243,GPS-3.0       ,5,0.135,0.144,0.313,0.795,1.752,0,4,10,5,0,0,3,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0,0,                 ,                 ,                 ,,
15.768,-2.687,3.459,-0.548,1628129892,200002,0,5A4F           ,1,1,3.022,GPS-3.0       ,5,0.136,0.145,0.315,0.846,1.836,0,4,10,5,0,0,3,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0,0,                 ,                 ,                 ,,
14.959,-2.466,3.344,-0.549,1628129892,899999,0,5A4F           ,1,1,3.009,GPS-3.0       ,5,0.135,0.146,0.316,0.795,1.752,0,4,10,5,0,0,3,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0,0,                 ,                 ,                 ,,
13.574,-2.232,3.039,-0.515,1628129893,700262,0,5A4F           ,1,1,3.157,GPS-3.0       ,5,0.135,0.147,0.317,0.795,1.752,0,4,10,5,0,0,3,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0,0,                 ,                 ,                 ,,
12.737,-2.12,2.832,-0.452,1628129894,549996,0,5A4F           ,1,1,3.078,GPS-3.0       ,5,0.135,0.147,0.318,0.795,1.752,0,4,10,5,0,0,4,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0,0,                 ,                 ,                 ,,
12.269,-2.174,2.625,-0.326,1628129895,449996,0,5A4F           ,1,1,3.114,GPS-3.0       ,5,0.135,0.148,0.318,0.795,1.752,0,4,10,5,0,0,4,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0,0,                 ,                 ,                 ,,
10.576,-1.854,2.279,-0.176,1628129896,400002,0,5A6F           ,1,1,3.024,GPS-3.0       ,5,0.135,0.148,0.318,2.095,3.173,0,6,10,4,0,0,4,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0,0,                 ,                 ,                 ,,
8.584,-1.532,1.827,-0.083,1628129897,600002,0,5A6F           ,1,1,3.115,GPS-3.0       ,5,0.137,0.15,0.32,2.514,3.946,0,6,10,4,0,0,4,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0,0,                 ,                 ,                 ,,
4.377,-0.753,0.955,-0.009,1628129899,149996,0,5A4F           ,1,1,3.047,GPS-3.0       ,5,0.137,0.151,0.32,0.878,2.072,0,4,10,4,0,0,4,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0,0,                 ,                 ,                 ,,
16.749,-4.622,-0.532,0.043,1628130007,700000,0,5A4F           ,1,1,0.0,GPS-3.0       ,5,0.122,0.153,0.347,0.797,1.759,0,4,11,5,0,0,4,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0,0,                 ,                 ,                 ,,
16.206,-4.498,-0.172,0.049,1628130008,349997,0,5A4F           ,1,1,3.068,GPS-3.0       ,5,0.118,0.151,0.339,0.797,1.759,0,4,11,5,0,0,4,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0,0,                 ,                 ,                 ,,
15.097,-4.171,0.434,0.015,1628130009,50000,0,5A4F           ,1,1,3.109,GPS-3.0       ,5,0.115,0.149,0.332,0.797,1.759,0,4,11,5,0,0,4,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,0,0,                 ,                 ,                 ,,
