filename,latitude,longitude,height,roll,pitch,heading,date,time,unix_time_sec,distancetoprevious
003491-20211011-131951-000000248,2.412410,102.749322,14.3349199295,0,0,68.2232147511,2021-10-11,13:23:12,1633929792,3.403
003491-20211011-131951-000000249,2.412422,102.749349,14.2972812653,0,0,66.1470421491,2021-10-11,13:23:12,1633929792,3.321
003491-20211011-131951-000000250,2.412435,102.749374,14.2664260864,0,0,64.1794695549,2021-10-11,13:23:13,1633929793,3.097
003491-20211011-131951-000000251,2.412448,102.749399,14.1096258163,0,0,62.2791674938,2021-10-11,13:23:13,1633929793,3.111
003491-20211011-131951-000000252,2.412462,102.749425,14.101858139,0,0,60.6413222818,2021-10-11,13:23:14,1633929794,3.238
003491-20211011-131951-000000253,2.412477,102.749449,14.0764513016,0,0,58.3982540074,2021-10-11,13:23:15,1633929795,3.158
003491-20211011-131951-000000254,2.412492,102.749472,14.0078411102,0,0,57.935214993,2021-10-11,13:23:16,1633929796,3.062
003491-20211011-131951-000000255,2.412503,102.749497,13.7557926178,0,0,66.7257435869,2021-10-11,13:23:17,1633929797,3.05
003491-20211011-131951-000000256,2.412514,102.749523,13.6604480743,0,0,67.2968088732,2021-10-11,13:23:18,1633929798,3.109
003491-20211011-131951-000000257,2.412523,102.749548,13.7757225037,0,0,64.9093913809,2021-10-11,13:23:18,1633929798,3.008
003491-20211011-131951-000000258,2.412536,102.749573,13.8910808563,0,0,61.1457385822,2021-10-11,13:23:19,1633929799,3.049
003491-20211011-131951-000000259,2.412550,102.749597,13.9292345047,0,0,58.071081116,2021-10-11,13:23:20,1633929800,3.168
003491-20211011-131951-000000260,2.412566,102.749621,13.892168045,0,0,55.6736573965,2021-10-11,13:23:20,1633929800,3.163
003491-20211011-131951-000000261,2.412583,102.749644,13.979095459,0,0,52.9103028772,2021-10-11,13:23:21,1633929801,3.181
003491-20211011-131951-000000262,2.412599,102.749666,14.0571804047,0,0,55.661468924,2021-10-11,13:23:22,1633929802,3.0
003491-20211011-131951-000000263,2.412613,102.749691,14.1130018234,0,0,61.7724767404,2021-10-11,13:23:23,1633929803,3.181
003491-20211011-131951-000000264,2.412625,102.749715,14.2029848099,0,0,61.7176849629,2021-10-11,13:23:23,1633929803,3.009
003491-20211011-131951-000000265,2.412639,102.749739,14.2841033936,0,0,60.2559630088,2021-10-11,13:23:24,1633929804,3.114
003491-20211011-131951-000000266,2.412654,102.749764,14.24588871,0,0,57.8987349526,2021-10-11,13:23:24,1633929804,3.201
003491-20211011-131951-000000267,2.412669,102.749787,14.2779054642,0,0,56.085896879,2021-10-11,13:23:25,1633929805,3.072
003491-20211011-131951-000000268,2.412687,102.749811,14.3109779358,0,0,54.4240333067,2021-10-11,13:23:25,1633929805,3.282
003491-20211011-131951-000000269,2.412703,102.749833,14.3502244949,0,0,53.5151502792,2021-10-11,13:23:26,1633929806,3.072
003491-20211011-131951-000000270,2.412721,102.749856,14.3754587173,0,0,53.0256476968,2021-10-11,13:23:26,1633929806,3.214
003491-20211011-131951-000000271,2.412739,102.749880,14.3853282928,0,0,52.8236721729,2021-10-11,13:23:27,1633929807,3.352
003491-20211011-131951-000000272,2.412756,102.749902,14.404176712,0,0,52.7866354721,2021-10-11,13:23:27,1633929807,3.08
003491-20211011-131951-000000273,2.412774,102.749924,14.4446296692,0,0,52.7303888643,2021-10-11,13:23:27,1633929807,3.175
003491-20211011-131951-000000274,2.412791,102.749947,14.467874527,0,0,52.8461469103,2021-10-11,13:23:28,1633929808,3.178
003491-20211011-131951-000000275,2.412808,102.749970,14.5067958832,0,0,52.8763431767,2021-10-11,13:23:28,1633929808,3.154
003491-20211011-131951-000000276,2.412825,102.749992,14.5515975952,0,0,53.0824407198,2021-10-11,13:23:29,1633929809,3.131
003491-20211011-131951-000000277,2.412842,102.750015,14.5521259308,0,0,53.4387648586,2021-10-11,13:23:29,1633929809,3.124
003491-20211011-131951-000000278,2.412858,102.750037,14.5367841721,0,0,53.8190049048,2021-10-11,13:23:29,1633929809,3.104
003491-20211011-131951-000000279,2.412875,102.750060,14.544260025,0,0,53.9038221939,2021-10-11,13:23:30,1633929810,3.102
003491-20211011-131951-000000280,2.412891,102.750082,14.5170631409,0,0,53.3486610031,2021-10-11,13:23:30,1633929810,3.125
003491-20211011-131951-000000281,2.412909,102.750105,14.4866409302,0,0,52.7174388256,2021-10-11,13:23:31,1633929811,3.141
003491-20211011-131951-000000282,2.412926,102.750127,14.4799861908,0,0,52.0025843969,2021-10-11,13:23:31,1633929811,3.11
003491-20211011-131951-000000283,2.412944,102.750149,14.436123848,0,0,51.1939412256,2021-10-11,13:23:31,1633929811,3.143
003491-20211011-131951-000000284,2.412962,102.750170,14.4308633804,0,0,50.4323443973,2021-10-11,13:23:32,1633929812,3.103
003491-20211011-131951-000000285,2.412980,102.750192,14.4302349091,0,0,49.7106051379,2021-10-11,13:23:32,1633929812,3.11
003491-20211011-131951-000000286,2.412998,102.750213,14.4769763947,0,0,49.222635933,2021-10-11,13:23:33,1633929813,3.09
003491-20211011-131951-000000287,2.413016,102.750233,14.4419956207,0,0,48.7779974482,2021-10-11,13:23:33,1633929813,3.062
003491-20211011-131951-000000288,2.413034,102.750254,14.3837680817,0,0,48.3873413636,2021-10-11,13:23:33,1633929813,3.034
003491-20211011-131951-000000289,2.413053,102.750274,14.423368454,0,0,48.2649409585,2021-10-11,13:23:34,1633929814,3.056
003491-20211011-131951-000000290,2.413071,102.750294,14.4665060043,0,0,48.4049632516,2021-10-11,13:23:34,1633929814,3.045
003491-20211011-131951-000000291,2.413089,102.750315,14.4649391174,0,0,49.1574212868,2021-10-11,13:23:35,1633929815,3.024
003491-20211011-131951-000000292,2.413107,102.750335,14.420466423,0,0,49.8058418806,2021-10-11,13:23:35,1633929815,3.054
003491-20211011-131951-000000293,2.413125,102.750356,14.3844661713,0,0,50.4295747556,2021-10-11,13:23:35,1633929815,3.062
003491-20211011-131951-000000294,2.413143,102.750378,14.3912229538,0,0,50.9132511866,2021-10-11,13:23:36,1633929816,3.083
003491-20211011-131951-000000295,2.413161,102.750399,14.4122610092,0,0,50.9303983765,2021-10-11,13:23:36,1633929816,3.124
003491-20211011-131951-000000296,2.413179,102.750422,14.5310745239,0,0,50.9734422286,2021-10-11,13:23:37,1633929817,3.171
003491-20211011-131951-000000297,2.413197,102.750444,14.585272789,0,0,50.9689206434,2021-10-11,13:23:37,1633929817,3.194
003491-20211011-131951-000000298,2.413215,102.750466,14.5953369141,0,0,50.9136336771,2021-10-11,13:23:37,1633929817,3.213
003491-20211011-131951-000000299,2.413234,102.750489,14.6034507751,0,0,50.8404584455,2021-10-11,13:23:38,1633929818,3.278
003491-20211011-131951-000000300,2.413252,102.750512,14.6105957031,0,0,50.5921947295,2021-10-11,13:23:38,1633929818,3.293
003491-20211011-131951-000000301,2.413271,102.750535,14.6388320923,0,0,50.6774389055,2021-10-11,13:23:39,1633929819,3.311
003491-20211011-131951-000000302,2.413289,102.750556,14.6365461349,0,0,50.4045386972,2021-10-11,13:23:39,1633929819,3.013
003491-20211011-131951-000000303,2.413306,102.750577,14.5637702942,0,0,50.2669035552,2021-10-11,13:23:39,1633929819,3.07
003491-20211011-131951-000000304,2.413324,102.750599,14.5752477646,0,0,50.1181488653,2021-10-11,13:23:40,1633929820,3.128
003491-20211011-131951-000000305,2.413342,102.750621,14.5710630417,0,0,50.025418802,2021-10-11,13:23:40,1633929820,3.154
003491-20211011-131951-000000306,2.413361,102.750643,14.6238288879,0,0,50.259892366,2021-10-11,13:23:40,1633929820,3.168
003491-20211011-131951-000000307,2.413380,102.750665,14.6533050537,0,0,50.6331314683,2021-10-11,13:23:41,1633929821,3.22
003491-20211011-131951-000000308,2.413398,102.750687,14.6835842133,0,0,51.4305116577,2021-10-11,13:23:41,1633929821,3.209
003491-20211011-131951-000000309,2.413416,102.750710,14.6969003677,0,0,52.7293916567,2021-10-11,13:23:41,1633929821,3.243
003491-20211011-131951-000000310,2.413433,102.750734,14.6832714081,0,0,54.1604733821,2021-10-11,13:23:42,1633929822,3.28
003491-20211011-131951-000000311,2.413450,102.750758,14.6921491623,0,0,55.6332021861,2021-10-11,13:23:42,1633929822,3.289
003491-20211011-131951-000000312,2.413467,102.750783,14.7187108994,0,0,56.9718441313,2021-10-11,13:23:43,1633929823,3.318
003491-20211011-131951-000000313,2.413482,102.750808,14.8267889023,0,0,58.0933338723,2021-10-11,13:23:43,1633929823,3.302
003491-20211011-131951-000000314,2.413498,102.750834,14.8332500458,0,0,59.0811704716,2021-10-11,13:23:43,1633929823,3.297
003491-20211011-131951-000000315,2.413513,102.750860,14.872177124,0,0,59.9704952524,2021-10-11,13:23:44,1633929824,3.338
003491-20211011-131951-000000316,2.413527,102.750886,14.889541626,0,0,61.0913088047,2021-10-11,13:23:44,1633929824,3.333
003491-20211011-131951-000000317,2.413541,102.750913,14.9088144302,0,0,62.4781650553,2021-10-11,13:23:44,1633929824,3.355
003491-20211011-131951-000000318,2.413555,102.750939,14.874961853,0,0,63.9969190889,2021-10-11,13:23:45,1633929825,3.339
003491-20211011-131951-000000319,2.413568,102.750968,14.8618593216,0,0,65.2955907671,2021-10-11,13:23:45,1633929825,3.444
003491-20211011-131951-000000320,2.413581,102.750996,14.8724412918,0,0,65.730557704,2021-10-11,13:23:45,1633929825,3.431
003491-20211011-131951-000000321,2.413592,102.751020,14.8984127045,0,0,66.4242522067,2021-10-11,13:23:46,1633929826,3.016
003491-20211011-131951-000000322,2.413602,102.751046,14.8965950012,0,0,67.0984738401,2021-10-11,13:23:46,1633929826,3.049
003491-20211011-131951-000000323,2.413613,102.751071,14.8359508514,0,0,67.416132278,2021-10-11,13:23:46,1633929826,3.057
003491-20211011-131951-000000324,2.413624,102.751097,14.8364315033,0,0,67.7943471731,2021-10-11,13:23:47,1633929827,3.067
003491-20211011-131951-000000325,2.413634,102.751122,14.7875032425,0,0,68.1899448996,2021-10-11,13:23:47,1633929827,3.094
003491-20211011-131951-000000326,2.413645,102.751149,14.727191925,0,0,68.5559337561,2021-10-11,13:23:47,1633929827,3.144
003491-20211011-131951-000000327,2.413655,102.751175,14.6231508255,0,0,69.2959437716,2021-10-11,13:23:47,1633929827,3.177
003491-20211011-131951-000000328,2.413665,102.751202,14.5253486633,0,0,69.7984817699,2021-10-11,13:23:48,1633929828,3.177
003491-20211011-131951-000000329,2.413675,102.751229,14.5173540115,0,0,70.1620800602,2021-10-11,13:23:48,1633929828,3.19
003491-20211011-131951-000000330,2.413684,102.751256,14.5057106018,0,0,70.6074903564,2021-10-11,13:23:48,1633929828,3.171
003491-20211011-131951-000000331,2.413694,102.751284,14.4490585327,0,0,70.8480564491,2021-10-11,13:23:49,1633929829,3.241
003491-20211011-131951-000000332,2.413703,102.751311,14.3227157593,0,0,71.6096498623,2021-10-11,13:23:49,1633929829,3.202
003491-20211011-131951-000000333,2.413712,102.751338,14.2564411163,0,0,72.4556507533,2021-10-11,13:23:49,1633929829,3.166
003491-20211011-131951-000000334,2.413721,102.751365,14.1902513504,0,0,73.3212133061,2021-10-11,13:23:50,1633929830,3.188
003491-20211011-131951-000000335,2.413729,102.751393,14.2429676056,0,0,74.3118571131,2021-10-11,13:23:50,1633929830,3.169
003491-20211011-131951-000000336,2.413737,102.751420,14.2399778366,0,0,75.3562271881,2021-10-11,13:23:50,1633929830,3.179
003491-20211011-131951-000000337,2.413744,102.751448,14.2946939468,0,0,76.3536123919,2021-10-11,13:23:50,1633929830,3.167
003491-20211011-131951-000000338,2.413750,102.751475,14.3245420456,0,0,77.3480196331,2021-10-11,13:23:51,1633929831,3.148
003491-20211011-131951-000000339,2.413756,102.751503,14.3404798508,0,0,78.3304330622,2021-10-11,13:23:51,1633929831,3.158
003491-20211011-131951-000000340,2.413762,102.751531,14.3021154404,0,0,79.5512064329,2021-10-11,13:23:51,1633929831,3.181
003491-20211011-131951-000000341,2.413767,102.751559,14.28099823,0,0,80.9913449893,2021-10-11,13:23:52,1633929832,3.171
003491-20211011-131951-000000342,2.413771,102.751588,14.2674942017,0,0,82.3673002579,2021-10-11,13:23:52,1633929832,3.178
003491-20211011-131951-000000343,2.413774,102.751616,14.2349309921,0,0,83.1524031823,2021-10-11,13:23:52,1633929832,3.185
003491-20211011-131951-000000344,2.413777,102.751645,14.1808691025,0,0,83.7121781659,2021-10-11,13:23:53,1633929833,3.19
003491-20211011-131951-000000345,2.413780,102.751673,14.1477909088,0,0,84.6320748735,2021-10-11,13:23:53,1633929833,3.172
003491-20211011-131951-000000346,2.413783,102.751701,14.112622261,0,0,85.6664797025,2021-10-11,13:23:53,1633929833,3.107
003491-20211011-131951-000000347,2.413785,102.751728,14.0928850174,0,0,86.5505315774,2021-10-11,13:23:53,1633929833,3.054
003491-20211011-131951-000000348,2.413787,102.751759,14.0508403778,0,0,86.1143352064,2021-10-11,13:23:54,1633929834,3.406
003491-20211011-131951-000000349,2.413789,102.751790,14.0186986923,0,0,85.2099430282,2021-10-11,13:23:54,1633929834,3.422
003491-20211011-131951-000000350,2.413791,102.751820,14.0141372681,0,0,85.1671587233,2021-10-11,13:23:54,1633929834,3.384
003491-20211011-131951-000000351,2.413794,102.751850,14.1026592255,0,0,85.6745324956,2021-10-11,13:23:55,1633929835,3.355
003491-20211011-131951-000000352,2.413796,102.751880,14.2060565948,0,0,86.0317992005,2021-10-11,13:23:55,1633929835,3.355
003491-20211011-131951-000000353,2.413798,102.751911,14.2469177246,0,0,86.4742725153,2021-10-11,13:23:56,1633929836,3.375
003491-20211011-131951-000000354,2.413800,102.751941,14.3078660965,0,0,86.9370929636,2021-10-11,13:23:56,1633929836,3.425
003491-20211011-131951-000000355,2.413802,102.751973,14.4211463928,0,0,87.3383938981,2021-10-11,13:23:56,1633929836,3.496
003491-20211011-131951-000000356,2.413803,102.752004,14.4345226288,0,0,87.5215044396,2021-10-11,13:23:57,1633929837,3.487
003491-20211011-131951-000000357,2.413804,102.752031,14.6878013611,0,0,87.4002412611,2021-10-11,13:23:57,1633929837,3.006
003491-20211011-131951-000000358,2.413806,102.752062,14.805888176,0,0,87.3176028023,2021-10-11,13:23:57,1633929837,3.477
003491-20211011-131951-000000359,2.413807,102.752094,14.9098854065,0,0,87.207144983,2021-10-11,13:23:58,1633929838,3.472
003491-20211011-131951-000000360,2.413809,102.752124,14.9930000305,0,0,86.854133486,2021-10-11,13:23:58,1633929838,3.366
003491-20211011-131951-000000361,2.413811,102.752153,15.0120306015,0,0,86.0965493938,2021-10-11,13:23:58,1633929838,3.247
003491-20211011-131951-000000362,2.413813,102.752180,14.9627170563,0,0,85.3608355674,2021-10-11,13:23:59,1633929839,3.051
003491-20211011-131951-000000363,2.413816,102.752209,14.8975505829,0,0,84.5606720759,2021-10-11,13:23:59,1633929839,3.187
003491-20211011-131951-000000364,2.413819,102.752238,14.9196872711,0,0,84.450480634,2021-10-11,13:23:59,1633929839,3.266
003491-20211011-131951-000000365,2.413821,102.752268,15.0249948502,0,0,85.6024876602,2021-10-11,13:24:00,1633929840,3.306
003491-20211011-131951-000000366,2.413823,102.752297,15.0645675659,0,0,86.7662631023,2021-10-11,13:24:00,1633929840,3.297
003491-20211011-131951-000000367,2.413824,102.752328,15.104467392,0,0,87.7121008684,2021-10-11,13:24:01,1633929841,3.352
003491-20211011-131951-000000368,2.413825,102.752355,15.1233634949,0,0,88.2119682628,2021-10-11,13:24:01,1633929841,3.06
003491-20211011-131951-000000369,2.413826,102.752383,15.1787786484,0,0,88.2555380395,2021-10-11,13:24:02,1633929842,3.088
003491-20211011-131951-000000370,2.413827,102.752411,15.2570877075,0,0,88.21728215,2021-10-11,13:24:02,1633929842,3.077
003491-20211011-131951-000000371,2.413827,102.752438,15.3319377899,0,0,88.0947280657,2021-10-11,13:24:02,1633929842,3.071
003491-20211011-131951-000000372,2.413829,102.752468,15.3347768784,0,0,86.6183143747,2021-10-11,13:24:03,1633929843,3.333
003491-20211011-131951-000000373,2.413832,102.752496,15.278468132,0,0,83.4529861473,2021-10-11,13:24:03,1633929843,3.093
003491-20211011-131951-000000374,2.413837,102.752524,15.2094326019,0,0,80.2874666745,2021-10-11,13:24:04,1633929844,3.22
003491-20211011-131951-000000375,2.413843,102.752552,15.170753479,0,0,79.9549594054,2021-10-11,13:24:05,1633929845,3.118
003491-20211011-131951-000000376,2.413846,102.752580,15.1156520844,0,0,82.5942264629,2021-10-11,13:24:05,1633929845,3.116
003491-20211011-131951-000000377,2.413849,102.752607,15.0498313904,0,0,85.7147144985,2021-10-11,13:24:06,1633929846,3.033
003491-20211011-131951-000000378,2.413849,102.752635,14.9358167648,0,0,89.1218450829,2021-10-11,13:24:07,1633929847,3.117
003491-20211011-131951-000000379,2.413849,102.752662,14.8573408127,0,0,91.1896916843,2021-10-11,13:24:08,1633929848,3.061
003491-20211011-131951-000000380,2.413848,102.752690,14.8753557205,0,0,91.1894799484,2021-10-11,13:24:08,1633929848,3.109
003491-20211011-131951-000000381,2.413848,102.752718,14.6548786163,0,0,91.5374302753,2021-10-11,13:24:09,1633929849,3.014
003491-20211011-131951-000000382,2.413848,102.752746,14.4841079712,0,0,90.093753681,2021-10-11,13:24:10,1633929850,3.121
003491-20211011-131951-000000383,2.413849,102.752773,14.2418785095,0,0,88.0731583283,2021-10-11,13:24:10,1633929850,3.019
003491-20211011-131951-000000384,2.413851,102.752801,13.9792346954,0,0,85.9437717225,2021-10-11,13:24:11,1633929851,3.171
003491-20211011-131951-000000385,2.413854,102.752829,13.7398691177,0,0,85.1106593984,2021-10-11,13:24:12,1633929852,3.121
003491-20211011-131951-000000386,2.413856,102.752857,13.5754013062,0,0,85.2084881979,2021-10-11,13:24:12,1633929852,3.107
003491-20211011-131951-000000387,2.413859,102.752887,13.4299755096,0,0,85.640067361,2021-10-11,13:24:13,1633929853,3.325
003491-20211011-131951-000000388,2.413862,102.752917,13.3163394928,0,0,85.7459967649,2021-10-11,13:24:13,1633929853,3.312
003491-20211011-131951-000000389,2.413863,102.752944,13.2739200592,0,0,86.5733648998,2021-10-11,13:24:13,1633929853,3.037
003491-20211011-131951-000000390,2.413865,102.752972,13.2444829941,0,0,86.6950993614,2021-10-11,13:24:14,1633929854,3.161
003491-20211011-131951-000000391,2.413867,102.753001,13.1419849396,0,0,86.2044254016,2021-10-11,13:24:14,1633929854,3.232
003491-20211011-131951-000000392,2.413869,102.753032,13.0975513458,0,0,86.0517570132,2021-10-11,13:24:15,1633929855,3.404
003491-20211011-131951-000000393,2.413871,102.753059,13.1031923294,0,0,85.9404932317,2021-10-11,13:24:15,1633929855,3.032
003491-20211011-131951-000000394,2.413874,102.753087,13.0828971863,0,0,85.7097557811,2021-10-11,13:24:15,1633929855,3.134
003491-20211011-131951-000000395,2.413876,102.753116,13.0981140137,0,0,85.6129788308,2021-10-11,13:24:16,1633929856,3.201
003491-20211011-131951-000000396,2.413878,102.753145,13.0882949829,0,0,85.4879658784,2021-10-11,13:24:16,1633929856,3.266
003491-20211011-131951-000000397,2.413881,102.753175,13.0401515961,0,0,85.4101973445,2021-10-11,13:24:16,1633929856,3.335
003491-20211011-131951-000000398,2.413883,102.753205,13.0352458954,0,0,85.3767635685,2021-10-11,13:24:17,1633929857,3.387
003491-20211011-131951-000000399,2.413885,102.753233,13.0502252579,0,0,85.3279003952,2021-10-11,13:24:17,1633929857,3.021
003491-20211011-131951-000000400,2.413887,102.753260,13.0678844452,0,0,85.2956277514,2021-10-11,13:24:17,1633929857,3.032
003491-20211011-131951-000000401,2.413890,102.753288,13.0697832108,0,0,85.2423864268,2021-10-11,13:24:18,1633929858,3.09
003491-20211011-131951-000000402,2.413892,102.753316,13.0841236115,0,0,85.2054282732,2021-10-11,13:24:18,1633929858,3.177
003491-20211011-131951-000000403,2.413894,102.753345,13.0580949783,0,0,85.0180830144,2021-10-11,13:24:18,1633929858,3.223
003491-20211011-131951-000000404,2.413897,102.753374,13.0575647354,0,0,84.8101174146,2021-10-11,13:24:18,1633929858,3.27
003491-20211011-131951-000000405,2.413899,102.753404,13.0765943527,0,0,84.578259813,2021-10-11,13:24:19,1633929859,3.314
003491-20211011-131951-000000406,2.413902,102.753434,13.0707616806,0,0,84.7883496017,2021-10-11,13:24:19,1633929859,3.324
003491-20211011-131951-000000407,2.413905,102.753464,13.0834493637,0,0,85.2702399382,2021-10-11,13:24:19,1633929859,3.324
003491-20211011-131951-000000408,2.413908,102.753493,13.0773363113,0,0,85.7690623137,2021-10-11,13:24:20,1633929860,3.338
003491-20211011-131951-000000409,2.413909,102.753523,13.0563364029,0,0,86.0796924869,2021-10-11,13:24:20,1633929860,3.337
003491-20211011-131951-000000410,2.413912,102.753554,13.0192527771,0,0,86.1464985672,2021-10-11,13:24:20,1633929860,3.391
003491-20211011-131951-000000411,2.413914,102.753584,12.9756832123,0,0,86.282829143,2021-10-11,13:24:21,1633929861,3.399
003491-20211011-131951-000000412,2.413916,102.753615,12.9823789597,0,0,86.3756377535,2021-10-11,13:24:21,1633929861,3.438
003491-20211011-131951-000000413,2.413917,102.753646,12.9526920319,0,0,86.50043897,2021-10-11,13:24:21,1633929861,3.456
003491-20211011-131951-000000414,2.413919,102.753677,12.9667472839,0,0,86.6774228318,2021-10-11,13:24:21,1633929861,3.445
003491-20211011-131951-000000415,2.413921,102.753709,12.994017601,0,0,86.7727449518,2021-10-11,13:24:22,1633929862,3.473
003491-20211011-131951-000000416,2.413923,102.753740,13.0493602753,0,0,86.850199297,2021-10-11,13:24:22,1633929862,3.476
003491-20211011-131951-000000417,2.413924,102.753771,13.099152565,0,0,86.9743653059,2021-10-11,13:24:22,1633929862,3.482
003491-20211011-131951-000000418,2.413926,102.753802,13.1407852173,0,0,87.0650633879,2021-10-11,13:24:23,1633929863,3.452
003491-20211011-131951-000000419,2.413928,102.753833,13.1750144958,0,0,87.0781295398,2021-10-11,13:24:23,1633929863,3.465
003491-20211011-131951-000000420,2.413929,102.753864,13.273270607,0,0,87.0379611973,2021-10-11,13:24:23,1633929863,3.452
003491-20211011-131951-000000421,2.413930,102.753895,13.2821130753,0,0,86.6414618858,2021-10-11,13:24:24,1633929864,3.436
003491-20211011-131951-000000422,2.413932,102.753926,13.3032722473,0,0,86.1430288311,2021-10-11,13:24:24,1633929864,3.409
003491-20211011-131951-000000423,2.413935,102.753955,13.2558050156,0,0,85.705780611,2021-10-11,13:24:24,1633929864,3.287
003491-20211011-131951-000000424,2.413937,102.753983,13.2002439499,0,0,85.3308988482,2021-10-11,13:24:24,1633929864,3.11
003491-20211011-131951-000000425,2.413939,102.754010,13.4939022064,0,0,84.920001498,2021-10-11,13:24:25,1633929865,3.031
003491-20211011-131951-000000426,2.413942,102.754038,13.5104064941,0,0,84.5844547946,2021-10-11,13:24:25,1633929865,3.125
003491-20211011-131951-000000427,2.413945,102.754067,13.4508209229,0,0,84.3002916044,2021-10-11,13:24:26,1633929866,3.183
003491-20211011-131951-000000428,2.413947,102.754094,13.6172008514,0,0,85.4176832318,2021-10-11,13:24:26,1633929866,3.068
003491-20211011-131951-000000429,2.413948,102.754122,13.6113071442,0,0,86.5061831591,2021-10-11,13:24:26,1633929866,3.063
003491-20211011-131951-000000430,2.413949,102.754150,13.680232048,0,0,87.3580989939,2021-10-11,13:24:27,1633929867,3.077
003491-20211011-131951-000000431,2.413950,102.754177,13.8255281448,0,0,87.797225516,2021-10-11,13:24:27,1633929867,3.063
003491-20211011-131951-000000432,2.413950,102.754205,13.8130989075,0,0,87.9735536796,2021-10-11,13:24:28,1633929868,3.051
003491-20211011-131951-000000433,2.413951,102.754232,13.8059310913,0,0,87.9873301712,2021-10-11,13:24:28,1633929868,3.035
003491-20211011-131951-000000434,2.413952,102.754259,13.8413047791,0,0,87.9311860162,2021-10-11,13:24:29,1633929869,3.056
003491-20211011-131951-000000435,2.413953,102.754287,13.825512886,0,0,87.9619491882,2021-10-11,13:24:29,1633929869,3.044
003491-20211011-131951-000000436,2.413953,102.754314,13.8437852859,0,0,87.860302313,2021-10-11,13:24:30,1633929870,3.034
003491-20211011-131951-000000437,2.413955,102.754341,13.8671426773,0,0,86.8814747332,2021-10-11,13:24:30,1633929870,3.002
003491-20211011-131951-000000438,2.413956,102.754368,13.8611822128,0,0,85.5852687533,2021-10-11,13:24:31,1633929871,3.025
003491-20211011-131951-000000439,2.413959,102.754398,13.8748540878,0,0,84.2595973373,2021-10-11,13:24:32,1633929872,3.294
003491-20211011-131951-000000440,2.413962,102.754425,13.9051322937,0,0,83.3050442498,2021-10-11,13:24:32,1633929872,3.009
003491-20211011-131951-000000441,2.413966,102.754452,13.8615026474,0,0,82.3549034646,2021-10-11,13:24:33,1633929873,3.034
003491-20211011-131951-000000442,2.413970,102.754479,13.8972768784,0,0,80.942591099,2021-10-11,13:24:33,1633929873,3.034
003491-20211011-131951-000000443,2.413975,102.754508,13.9157438278,0,0,79.7002206701,2021-10-11,13:24:34,1633929874,3.257
003491-20211011-131951-000000444,2.413980,102.754536,13.9412145615,0,0,81.4876265344,2021-10-11,13:24:34,1633929874,3.198
003491-20211011-131951-000000445,2.413982,102.754565,13.9437065125,0,0,87.0151551957,2021-10-11,13:24:35,1633929875,3.168
003491-20211011-131951-000000446,2.413981,102.754593,13.922077179,0,0,90.1581487045,2021-10-11,13:24:36,1633929876,3.211
003491-20211011-131951-000000447,2.413981,102.754621,13.973118782,0,0,88.2129654704,2021-10-11,13:24:36,1633929876,3.029
003491-20211011-131951-000000448,2.413983,102.754648,14.0376844406,0,0,85.790809636,2021-10-11,13:24:37,1633929877,3.035
003491-20211011-131951-000000449,2.413986,102.754677,14.0595722198,0,0,83.3917193504,2021-10-11,13:24:38,1633929878,3.218
003491-20211011-131951-000000450,2.413990,102.754704,14.0652914047,0,0,81.0712991837,2021-10-11,13:24:38,1633929878,3.054
003491-20211011-131951-000000451,2.413996,102.754731,14.05103302,0,0,78.8317894379,2021-10-11,13:24:39,1633929879,3.051
003491-20211011-131951-000000452,2.414001,102.754757,14.0289077759,0,0,80.76498569,2021-10-11,13:24:40,1633929880,3.02
003491-20211011-131951-000000453,2.414003,102.754786,14.1251735687,0,0,86.4881856106,2021-10-11,13:24:40,1633929880,3.167
003491-20211011-131951-000000454,2.414005,102.754814,14.0891160965,0,0,88.3050159299,2021-10-11,13:24:41,1633929881,3.184
003491-20211011-131951-000000455,2.414009,102.754841,13.9670000076,0,0,83.0176777009,2021-10-11,13:24:42,1633929882,3.015
003491-20211011-131951-000000456,2.414015,102.754868,13.8828983307,0,0,80.9297366829,2021-10-11,13:24:43,1633929883,3.076
003491-20211011-131951-000000457,2.414019,102.754896,13.890370369,0,0,81.3287085229,2021-10-11,13:24:44,1633929884,3.066
003491-20211011-131951-000000458,2.414023,102.754923,13.7954187393,0,0,81.5027758939,2021-10-11,13:24:44,1633929884,3.07
003491-20211011-131951-000000459,2.414027,102.754951,13.8760261536,0,0,82.6788729973,2021-10-11,13:24:45,1633929885,3.195
003491-20211011-131951-000000460,2.414030,102.754980,13.8830690384,0,0,82.8614781048,2021-10-11,13:24:46,1633929886,3.183
003491-20211011-131951-000000461,2.414034,102.755008,13.8812866211,0,0,80.5265232955,2021-10-11,13:24:46,1633929886,3.123
003491-20211011-131951-000000462,2.414040,102.755036,13.9183311462,0,0,80.5111417095,2021-10-11,13:24:47,1633929887,3.164
003491-20211011-131951-000000463,2.414044,102.755063,14.0154542923,0,0,84.4002172719,2021-10-11,13:24:48,1633929888,3.023
003491-20211011-131951-000000464,2.414044,102.755090,14.0325527191,0,0,87.6744733563,2021-10-11,13:24:49,1633929889,3.05
003491-20211011-131951-000000465,2.414044,102.755117,14.0830011368,0,0,88.7464988672,2021-10-11,13:24:50,1633929890,3.033
